"padacchedah","anvaya","spart"
"रामेण प्रीतः वानरः सुग्रीवः च अपि रामस्य तत्-सर्वम् श्रुत्वा अग्नि-साक्षिकम् सख्यम् च एव चकार .","सुग्रीवः च अपि तत्-सर्वम् श्रुत्वा रामस्य वानरः चकार सख्यम् रामेण प्रीतः च एव अग्नि-साक्षिकम् ."," सुग्रीवश्चापि तत्सर्वं श्रुत्वा रामस्य वानरः# चकार सख्यं रामेण प्रीतश्चैवाग्निसाक्षिकम्"
"ततः वानर-राजेन वैर-अनुकथनम् प्रति रामाय आवेदितम् सर्वम् प्रणयात् दुःखितेन च .","ततः प्रणयात् दुःखितेन च वानर-राजेन रामाय वैर-अनुकथनम् प्रति सर्वम् आवेदितम् ."," ततो वानरराजेन वैरानुकथनं प्रति # रामायावेदितं सर्वं प्रणयाद्दुःखितेन च।"
"प्रतिज्ञातम् च रामेण तदा वालि-वधम् प्रति .","तदा रामेण वालि-वधम् प्रति प्रतिज्ञातम् च ."," प्रतिज्ञातं च रामेण तदा वालिवधं प्रति"
"वालिनः च बलम् तत्र कथयामास वानरः .; सुग्रीवः शङ्कितः च आसीत् नित्यम् वीर्येण राघवे .","वानरः तत्र वालिनः बलम् च कथयामास .; सुग्रीवः राघवे वीर्येण नित्यम् शङ्कितः च आसीत् ."," वालिनश्च बलं तत्र कथयामास वानरः# सुग्रीवः शङ्कितश्चासीन्नित्यं वीर्येण राघवे"
"राघव-प्रत्यय-अर्थम् तु दुन्दुभेः कायम् उत्तमम् दर्शयामास सुग्रीवः महा-पर्वत-संनिभम् .","सुग्रीवः राघव-प्रत्यय-अर्थम् तु दुन्दुभेः महा-पर्वत-संनिभम् उत्तमम् कायम् दर्शयामास ."," राघवप्रत्ययार्थं तु दुन्दुभेः कायमुत्तमम्# दर्शयामास सुग्रीवो महापर्वतसंनिभम्"
"उत्स्मयित्वा महा-बाहुः प्रेक्ष्य च अस्थि महा-बलः पाद-अङ्गुष्ठेन चिक्षेप सम्पूर्णम् दश-योजनम् .","महा-बाहुः महा-बलः अस्थि प्रेक्ष्य उत्स्मयित्वा च पाद-अङ्गुष्ठेन सम्पूर्णम् दश-योजनम् चिक्षेप ."," उत्स्मयित्वा महाबाहुः प्रेक्ष्य चास्थि महाबलः# पादाङ्गुष्ठेन चिक्षेप सम्पूर्णं दशयोजनम्"
"बिभेद च पुनः सालान् सप्त एकेन महा-इषुणा गिरिम् रसातलम् च एव जनयन् प्रत्ययम् तदा .","तदा पुनः प्रत्ययम् जनयन् एकेन महा-इषुणा सप्त सालान् गिरिम् रसातलम् च एव बिभेद च ."," बिभेद च पुनः सालान् सप्तैकेन महेषुणा# गिरिं रसातलं चैव जनयन् प्रत्ययं तदा"
"ततः प्रीत-मनाः तेन विश्वस्तः सः महा-कपिः तदा राम-सहितः किष्किन्धाम् गुहाम् जगाम च .","ततः तदा तेन विश्वस्तः प्रीत-मनाः राम-सहितः महा-कपिः सः किष्किन्धाम् गुहाम् जगाम च ."," ततः प्रीतमनास्ते न विश्वस्तः सः महाकपिः# किष्किन्धां रामसहितो जगाम च गुहां तदा"
"ततः अगर्जत् हरि-वरः सुग्रीवः हेम-पिङ्गलः .; तेन नादेन महता निर्जगाम हरि-ईश्वरः .","ततः हरि-वरः हेम-पिङ्गलः सुग्रीवः अगर्जत् .; तेन महता नादेन हरि-ईश्वरः निर्जगाम ."," ततोऽगर्जद्धरिवरः सुग्रीवो  हेमपिङ्गलः# तेन नादेन महता निर्जगाम हरीश्वरः"
"अनुमान्य तदा ताराम् सुग्रीवेण समागतः .; निजघान च तत्र एनम् शरेण एकेन राघवः .","तदा ताराम् अनुमान्य सुग्रीवेण समागतः .; तत्र राघवः एकेन शरेण एनम् निजघान च ."," अनुमान्य तदा तारां सुग्रीवेण समागतः# निजघान च तत्रैनं शरेणैकेन राघवः"
"ततः सुग्रीव-वचनात् हत्वा वालिनम् आहवे सुग्रीवम् एव तद्-राज्ये राघवः प्रत्यपादयत् .","ततः राघवः सुग्रीव-वचनात् वालिनम् आहवे हत्वा तद्-राज्ये सुग्रीवम् एव प्रत्यपादयत् ."," ततः सुग्रीववचनाद्धत्वा वालिनमाहवे # सुग्रीवमेव तद्राज्ये राघवः प्रत्यपादयत्"
"सः च सर्वान् समानीय वानरान् वानरर्षभः दिशः प्रस्थापयामास दिदृक्षुः जनक-आत्मजाम् .","जनक-आत्मजाम् दिदृक्षुः वानरर्षभः सः च सर्वान् वानरान् समानीय दिशः प्रस्थापयामास ."," स च सर्वान् समानीय वानरान् वानरर्षभः# दिशः प्रस्थापयामास दिदृक्षुर्जनकात्मजाम्"
"ततः गृध्रस्य वचनात् सम्पातेः हनुमान् बली शत-योजन-विस्तीर्णम् पुप्लुवे लवण-अर्णवम् .","ततः बली हनुमान् गृध्रस्य सम्पातेः वचनात् शत-योजन-विस्तीर्णम् लवण-अर्णवम् पुप्लुवे ."," ततो गृध्रस्य वचनात् सम्पातेर्हनुमान् बली# शतयोजनविस्तीर्णं पुप्लुवे लवणार्णवम्"
"तत्र रावण-पालिताम् लङ्काम् पुरीम् समासाद्य अशोक-वनिकाम् गताम् ध्यायन्तीम् सीताम् ददर्श .","तत्र लङ्काम् समासाद्य पुरीम् रावण-पालिताम् ददर्श सीताम् ध्यायन्तीम् अशोक-वनिकाम् गताम् ."," तत्र लङ्कां समासाद्य पुरीं रावणपालिताम् # ददर्श सीतां ध्यायन्तीमशोकवनिकां गताम्"
"निवेदयित्वा अभिज्ञानम् प्रवृत्तिम् विनिवेद्य च समाश्वास्य च वैदेहीम् मर्दयामास तोरणम् .","अभिज्ञानम् निवेदयित्वा प्रवृत्तिम् च विनिवेद्य वैदेहीम् समाश्वास्य च तोरणम् मर्दयामास ."," निवेदयित्वाऽभिज्ञानं प्रवृत्तिं विनिवेद्य  च# समाश्वास्य च वैदेहीं मर्दयामास तोरणम्"
"पञ्च सेन-अग्रगान् हत्वा सप्त मन्त्रि-सुतान् अपि शूरम् अक्षम् च निष्पिष्य ग्रहणम् समुपागमत् .","पञ्च सेन-अग्रगान् सप्त मन्त्रि-सुतान् अपि हत्वा शूरम् अक्षम् च निष्पिष्य ग्रहणम् समुपागमत् ."," पञ्च सेनाग्रगान् हत्वा सप्त मन्त्रिसुतानपि# शूरमक्षं च निष्पिष्य ग्रहणं समुपागमत्"
"अस्त्रेण उन्मुक्तम् आत्मानम् ज्ञात्वा पैतामहात् वरात् मर्षयन् राक्षसान् वीरः यन्त्रिणः तान् यदृच्छया (रावणम्) (प्राप्तवान्) .","वीरः पैतामहात् वरात् अस्त्रेण आत्मानम् उन्मुक्तम् ज्ञात्वा यन्त्रिणः तान् राक्षसान् मर्षयन् यदृच्छया (रावणम्) (प्राप्तवान्) ."," अस्त्रेणोन्मुक्तमात्मानं ज्ञात्वा पैतामहाद्वरात्# मर्षयन् राक्षसान् वीरो यन्त्रिणस्तान् यदृच्छया"
"ततः दग्ध्वा पुरीम् लङ्काम् ऋते सीताम् च मैथिलीम् रामाय प्रियम् आख्यातुम् पुनः आयात् महा-कपिः .","ततः प्रियम् आख्यातुम् पुनः आयात् महा-कपिः . दग्ध्वा पुरीम् लङ्काम् ऋते सीताम् च मैथिलीम् रामाय"," ततो दग्ध्वा पुरीं लङ्काम् ऋते सीतां च मैथिलीम्# रामाय प्रियमाख्यातुं पुनरायान् महाकपिः"
"सः अभिगम्य महा-आत्मानम् कृत्वा रामम् प्रदक्षिणम् न्यवेदयत् अमेय-आत्मा दृष्टा सीता इति तत्त्वतः .","अमेय-आत्मा सः महा-आत्मानम् रामम् अभिगम्य प्रदक्षिणम् कृत्वा तत्त्वतः सीता दृष्टा इति न्यवेदयत् ."," सोऽभिगम्य महात्मानं कृत्वा रामं प्रदक्षिणम्# न्यवेदयदमेयात्मा दृष्टा सीतेति तत्त्वतः"
"ततः सुग्रीव-सहितः गत्वा तीरम् महा-उदधेः समुद्रम् क्षोभयामास शरैः आदित्य-सन्निभैः (रामः) .","ततः सुग्रीव-सहितः (रामः) महा-उदधेः तीरम् गत्वा आदित्य-सन्निभैः शरैः समुद्रम् क्षोभयामास ."," ततः सुग्रीवसहितो गत्वा तीरं महोदधेः# समुद्रं क्षोभयामास शरैरादित्यसन्निभैः"
"दर्शयामास च आत्मानम् समुद्रः सरिताम् पतिः .; समुद्र-वचनात् च एव नलम् सेतुम् अकारयत्","सरिताम् पतिः समुद्रः आत्मानम् दर्शयामास च .; समुद्र-वचनात् च एव नलम् सेतुम् अकारयत्"," दर्शयामास चात्मानं समुद्रः सरितां पतिः# समुद्रवचनाच्चैव नलं सेतुमकारयत्"
"तेन गत्वा पुरीम् लङ्काम् हत्वा रावणम् आहवे रामः सीताम् अनुप्राप्य पराम् व्रीडाम् उपागमत् .","रामः तेन लङ्काम् पुरीम् गत्वा आहवे रावणम् हत्वा सीताम् अनुप्राप्य पराम् व्रीडाम् उपागमत् ."," तेन गत्वा पुरीं लङ्कां हत्वा रावणमाहवे # रामः सीतामनुप्राप्य परां व्रीडामुपागमत्"
"ताम् उवाच ततः रामः परुषम् जन-संसदि .; अ-मृष्यमाणा सा सीता विवेश ज्वलनम् सती .","ततः रामः जन-संसदि ताम् परुषम् उवाच .; अ-मृष्यमाणा सा सती सीता ज्वलनम् विवेश ."," तामुवाच ततो रामः परुषं जनसंसदि# अमृष्यमाणा सा सीता विवेश ज्वलनं सती"
"ततः अग्नि-वचनात् सीताम् ज्ञात्वा विगत-कल्मषाम् बभौ रामः सम्प्रहृष्टः पूजितः सर्व-दैवतैः .","ततः अग्नि-वचनात् सीताम् विगत-कल्मषाम् ज्ञात्वा सम्प्रहृष्टः रामः सर्व-दैवतैः पूजितः बभौ ."," ततोऽग्निवचनात्सीतां ज्ञात्वा विगतकल्मषाम् #  बभौ रामस्सम्प्रहृष्टः पूजितस्सर्वदैवतै"
"कर्मणा तेन महता त्रैलोक्यम् स-चर-अ-चरम् स-देव-ऋषि-गणम् तुष्टम् राघवस्य महा-आत्मनः .","महा-आत्मनः राघवस्य तेन महता कर्मणा स-चर-अ-चरम् स-देव-ऋषि-गणम् त्रैलोक्यम् तुष्टम् ."," कर्मणा तेन महता त्रैलोक्यं सचराचरम् # सदेवर्षिगणं   तुष्टं राघवस्य महात्मनः"
"अभिषिच्य च लङ्कायाम् राक्षस-इन्द्रम् विभीषणम् कृतकृत्यः तदा रामः विज्वरः प्रमुमोद ह .","तदा राक्षस-इन्द्रम् विभीषणम् लङ्कायाम् अभिषिच्य च कृतकृत्यः विज्वरः रामः प्रमुमोद ह ."," अभिषिच्य च लङ्कायां राक्षसेन्द्रं विभीषणम् # कृतकृत्यस्तदा रामो विज्वरः प्रमुमोद ह"
"देवताभ्यः वरम् प्राप्य समुत्थाप्य च वानरान् अयोध्याम् प्रस्थितः रामः पुष्पकेण सुहृद्-वृतः .","सुहृद्-वृतः रामः देवताभ्यः वरम् प्राप्य वानरान् समुत्थाप्य च पुष्पकेण अयोध्याम् प्रस्थितः ."," देवताभ्यो वरं प्राप्य समुत्थाप्य च वानरान् # अयोध्यां प्रस्थितो रामः पुष्पकेण सुहृद्-वृतः"
"भरद्वाज-आश्रमम् गत्वा आरामः सत्य-पराक्रमः भरतस्य अन्तिके रामः हनूमन्तम् व्यसर्जयत् .","आरामः सत्य-पराक्रमः रामः भरद्वाज-आश्रमम् गत्वा भरतस्य अन्तिके हनूमन्तम् व्यसर्जयत् ."," भरद्वाजाश्रमं गत्वा रामः सत्यपराक्रमः# भरतस्यान्तिके रामो हनूमन्तं व्यसर्जयत्"
"पुनः आख्यायिकाम् जल्पन् सुग्रीव-सहितः तदा पुष्पकम् तत् समारुह्य नन्दि-ग्रामम् ययौ तदा .","पुनः ययौ तदा . आख्यायिकाम् जल्पन् सुग्रीव-सहितः तदा पुष्पकम् तत् समारुह्य नन्दि-ग्रामम्"," पुनराख्यायिकां जल्पन् सुग्रीवसहितस्तदा# पुष्पकं तत्समारुह्य नन्दिग्रामं ययौ तदा"
"नन्दि-ग्रामे जटाम् हित्वा भ्रातृभिः सहितः अनघः रामः सीताम् अनुप्राप्य राज्यम् पुनः अवाप्तवान् .","अनघः रामः भ्रातृभिः सहितः नन्दि-ग्रामे जटाम् हित्वा सीताम् अनुप्राप्य राज्यम् पुनः अवाप्तवान् ."," नन्दिग्रामे जटां हित्वा भ्रातृभिः सहितोऽनघः# रामः सीतामनुप्राप्य राज्यं पुनरवाप्तवान्"
"प्रहृष्ट-मुदितः लोकः तुष्टः पुष्टः सु-धार्मिकः निर्-आमयः हि अ-रोगः च दुर्-भिक्ष-भय-वर्जितः (भविष्यति) .","प्रहृष्ट-मुदितः लोकः तुष्टः पुष्टः सु-धार्मिकः निर्-आमयः अ-रोगः दुर्-भिक्ष-भय-वर्जितः च (भविष्यति) हि ."," प्रहृष्टमुदितो लोकस्तुष्टः पुष्टः सुधार्मिकः# निरामयो ह्यरोगश्च दुर्भिक्षभयवर्जितः"
"न पुत्र-मरणम् केचित् द्रक्ष्यन्ति पुरुषाः क्वचित् .; नार्यः च अविधवाः नित्यम् भविष्यन्ति पति-व्रताः .","केचित् पुरुषाः क्वचित् पुत्र-मरणम् न द्रक्ष्यन्ति .; पति-व्रताः नार्यः च नित्यम् अविधवाः भविष्यन्ति ."," न पुत्रमरणं केचिद् द्रक्ष्यन्ति पुरुषाः क्वचित्# नार्यश्चाविधवा नित्यं भविष्यन्ति पतिव्रताः"
"न च अग्नि-जम् भयम् किञ्चित् (भविष्यति) .; न अप्सु मज्जन्ति जन्तवः .; न च वात-जम् भयम् किञ्चत् (भविष्यति) .; न अपि ज्वर-कृतम् भयम् तथा (भविष्यति) .","अग्नि-जम् किञ्चित् भयम् न च (भविष्यति) .; अप्सु जन्तवः न मज्जन्ति .; वात-जम् किञ्चत् भयम् न च (भविष्यति) .; तथा ज्वर-कृतम् भयम् अपि न (भविष्यति) ."," न चाग्निजं भयं किञ्चन् नाप्सु मज्जन्ति जन्तवः# न वातजं भयं किञ्चन् नापि ज्वरकृतं तथा"
"न च अपि क्षुद्-भयम् तत्र (भविष्यति); न तस्कर-भयम् तथा (भविष्यति)","तत्र क्षुद्-भयम् अपि न च (भविष्यति); तथा तस्कर-भयम् न (भविष्यति)"," न चापि क्षुद्भयं तत्र न तस्करभयं तथा# नगराणि च राष्ट्राणि धनधान्ययुतानि च"
"नित्यम् प्रमुदिताः सर्वे यथा कृत-युगे तथा (भविष्यन्ति) .","कृत-युगे सर्वे नित्यम् यथा प्रमुदिताः तथा (भविष्यन्ति) ."," नित्यं प्रमुदिताः सर्वे यथा कृतयुगे तथा"
"अश्वमेध-शतैः इष्ट्वा तथा बहु-सुवर्णकैः गवाम् कोटि-अयुतम् दत्त्वा विद्वद्भ्यः विधि-पूर्वकम् अ-संख्येयम् धनम् दत्त्वा ब्राह्मणेभ्यः महा-यशाः राज-वंशान् शत-गुणान् स्थापयिष्यति राघवः .","महा-यशाः राघवः अश्वमेध-शतैः तथा बहु-सुवर्णकैः इष्ट्वा विद्वद्भ्यः गवाम् कोटि-अयुतम् विधि-पूर्वकम् दत्त्वा ब्राह्मणेभ्यः अ-संख्येयम् धनम् दत्त्वा शत-गुणान् राज-वंशान् स्थापयिष्यति ."," अश्वमेधशतैरिष्ट्वा तथा बहुसुवर्णकैः# गवां कोट्ययुतं दत्त्वा विद्वद्भ्यो विधिपूर्वकम्। असंख्येयं धनं दत्त्वा ब्राह्मणेभ्यो महायशाः। राजवंशाञ्छतगुणान् स्थापयिष्यति राघवः."
"चातुर्वर्ण्यम् च लोके अस्मिन् स्वे स्वे धर्मे नियोक्ष्यति .","अस्मिन् लोके स्वे स्वे धर्मे चातुर्वर्ण्यम् च नियोक्ष्यति ."," चातुर्वर्ण्यं च लोकेऽस्मिन् स्वे स्वे धर्मे नियोक्ष्यति"
"दश-वर्ष-सहस्राणि दश-वर्ष-शतानि च रामः राज्यम् उपासित्वा ब्रह्म-लोकम् प्रयास्यति .","रामः दश-वर्ष-सहस्राणि दश-वर्ष-शतानि च राज्यम् उपासित्वा ब्रह्म-लोकम् प्रयास्यति ."," दशवर्षसहस्राणि दशवर्षशतानि च# रामो राज्यमुपासित्वा ब्रह्मलोकं प्रयास्यति"
"इदम् पवित्रम् पापघ्नम् पुण्यम् वेदैः च सम्मितम् यः पठेत् रामचरितम् .; (सः) सर्व-पापैः प्रमुच्यते .","यः इदम् पवित्रम् पापघ्नम् पुण्यम् वेदैः च सम्मितम् रामचरितम् पठेत् .; सर्व-पापैः (सः) प्रमुच्यते ."," इदं पवित्रं पापघ्नं पुण्यं वेदैश्च सम्मितम् # यः पठेद् रामचरितं सर्वपापैः प्रमुच्यते"
"एतत् आख्यानम् आयुष्यम् पठन् रामायणम् नरः स-पुत्र-पौत्रः स-गणः प्रेत्य स्वर्गे महीयते .","एतत् आयुष्यम् आख्यानम् रामायणम् पठन् स-पुत्र-पौत्रः स-गणः नरः प्रेत्य स्वर्गे महीयते ."," एतदाख्यानमायुष्यं पठन् रामायणं नरः# सपुत्रपौत्रः सगणः प्रेत्य स्वर्गे महीयते"
"पठन् द्विजः वाक्-ऋषभत्वम् ईयात् .; स्यात् क्षत्रियः .; भूमि-पतित्वम् ईयात् .; वणिक्-जनः पण्य-फलत्वम् ईयात् .; जनः च शूद्रः अपि महत्त्वम् ईयात् .","पठन् द्विजः वाक्-ऋषभत्वम् ईयात् .; क्षत्रियः स्यात् .; भूमि-पतित्वम् ईयात् .; वणिक्-जनः पण्य-फलत्वम् ईयात् .; शूद्रः जनः अपि महत्त्वम् ईयात् च ."," पठन् द्विजो वागृषभत्वमीयात् स्यात् क्षत्रियो भूमिपतित्वमीयात्# वणिग्जनः पण्यफलत्वमीयाज्जनश्च शूद्रोऽपि महत्त्वमीयात्"
