"padacchedah","anvaya","spart"
"इन्द्र उग्रः (त्वं) उग्राभिः ऊतिभिः सहस्र-प्रधनेषु वाजेषु च नः अव (वाजेषु)","इन्द्र वाजेषु नः अव सहस्र-प्रधनेषु च उग्रः उग्राभिः ऊतिभिः (त्वं) (वाजेषु)"," इन्द्र॒ वाजे॑षु नोऽव स॒हस्र॑प्रधनेषु च ।# उ॒ग्र उ॒ग्राभि॑रू॒तिभिः॑ ॥"
"वयम् महा-धने इन्द्रं हवामहे अर्भे इन्द्रं (हवामहे) युजं वृत्रेषु वज्रिणं (इन्द्रं) (हवामहे)","इन्द्रं वयम् महा-धने इन्द्रं अर्भे हवामहे युजं वृत्रेषु वज्रिणं (हवामहे) (इन्द्रं) (हवामहे)"," इन्द्रं॑ व॒यं म॑हाध॒न इन्द्र॒मर्भे॑ हवामहे ।# युजं॑ वृ॒त्रेषु॑ व॒ज्रिण॑म् ॥"
"सत्रा-दावन् वृषन् (च) सः (त्वम्) नः अमुं चरुं अप वृधि (त्वम्) अस्मभ्यम् अ-प्रतिष्कुतः (असि)","सः नः वृषन् अमुं चरुं सत्रा-दावन् अप वृधि अस्मभ्यम् अ-प्रतिष्कुतः (च) (त्वम्) (त्वम्) (असि)"," स नो॑ वृषन्न॒मुं च॒रुं सत्रा॑दाव॒न्नपा॑वृधि ।# अ॒स्मभ्य॒मप्र॑तिष्कुतः ॥"
"तुञ्जे-तुञ्जे ये स्तोमाः उत्तरे (सन्ति) (तैः)(स्तोमैः) वज्रिणः अस्य इन्द्रस्य सु-स्तुतिं न (अहं) विन्धे","(सन्ति) तुञ्जे-तुञ्जे ये उत्तरे स्तोमाः इन्द्रस्य वज्रिणः न विन्धे अस्य सु-स्तुतिं (तैः)(स्तोमैः) (अहं)"," तु॒ञ्जेतु॑ञ्जे॒ य उत्त॑रे॒ स्तोमा॒ इन्द्र॑स्य व॒ज्रिणः॑ ।# न वि॑न्धे अस्य सुष्टु॒तिम् ॥"
"यूथा(यूथानि)-इव वंसगः अ-प्रतिष्कुतः ईशानः वृषा(वर्षितेन्द्रः) ओजसा कृष्टीः इयर्ति","वृषा(वर्षितेन्द्रः) यूथा(यूथानि)-इव वंसगः कृष्टीः इयर्ति ओजसा ईशानः अ-प्रतिष्कुतः"," वृषा॑ यू॒थेव॒ वंस॑गः कृ॒ष्टीरि॑य॒र्त्योज॑सा ।# ईशा॑नो॒ अप्र॑तिष्कुतः ॥"
"यः एकः चर्षणीनां वसूनां पञ्च क्षितीनां (च) इरज्यति (सः) इन्द्रः (अनुगृह्णाति)","यः एकः चर्षणीनां वसूनां इरज्यति इन्द्रः पञ्च क्षितीनां (च) (सः) (अनुगृह्णाति)"," य एक॑श्चर्षणी॒नां वसू॑नामिर॒ज्यति॑ ।# इन्द्रः॒ पञ्च॑ क्षिती॒नाम् ॥"
"विश्वतः जनेभ्यः परि इन्द्रं वः हवामहे अस्माकं केवलः अस्तु","इन्द्रं वः विश्वतः परि हवामहे जनेभ्यः अस्माकं अस्तु केवलः"," इन्द्रं॑ वो वि॒श्वत॒स्परि॒ हवा॑महे॒ जने॑भ्यः ।# अ॒स्माक॑मस्तु॒ केव॑लः ॥"
"इन्द्र ऊतये सानसिं स-जित्वानं सदा-सहं वर्षिष्ठम् रयिं (त्वं) आ_भर","इन्द्र सानसिं रयिं स-जित्वानं सदा-सहं वर्षिष्ठम् ऊतये आ_भर (त्वं)"," एन्द्र॑ सान॒सिं र॒यिं स॒जित्वा॑नं सदा॒सह॑म् ।# वर्षि॑ष्ठमू॒तये॑ भर ॥"
"येन(धनेन) (संपादितानां) (भटानां) नि मुष्टि-हत्यया अर्वता वृत्रा(वृत्राणि) त्वा-ऊतासः (वयं) नि_रुणधामहै नि_(रुणधामहै)","नि येन(धनेन) मुष्टि-हत्यया वृत्रा(वृत्राणि) नि_रुणधामहै त्वा-ऊतासः नि_(रुणधामहै) अर्वता (संपादितानां) (भटानां) (वयं)"," नि येन॑ मुष्टिह॒त्यया॒ नि वृ॒त्रा रु॒णधा॑महै ।# त्वोता॑सो॒ न्यर्व॑ता ॥"
"इन्द्र त्वा-ऊतासः वयं घना वज्रं आ_ददीमहि युधि स्पृधः सं_जयेम","इन्द्र त्वा-ऊतासः वयं वज्रं घना आ_ददीमहि सं_जयेम युधि स्पृधः"," इन्द्र॒ त्वोता॑स॒ आ व॒यं वज्रं॑ घ॒ना द॑दीमहि ।# जये॑म॒ सं यु॒धि स्पृधः॑ ॥"
"वयं शूरेभिः अस्तृभिः (संयुज्येमहि) इन्द्र युजा त्वया वयं पृतन्यतः (शत्रून्) सासह्याम","वयं शूरेभिः अस्तृभिः इन्द्र त्वया युजा वयं सासह्याम पृतन्यतः (संयुज्येमहि) (शत्रून्)"," व॒यं शूरे॑भि॒रस्तृ॑भि॒रिन्द्र॒ त्वया॑ यु॒जा व॒यम् ।# सा॒स॒ह्याम॑ पृतन्य॒तः ॥"
"ये नरः सम्-ओहे तोकस्य सनितौ वा धियायवः (ये) विप्रासः वा आशत","सम्-ओहे वा ये आशत नरः तोकस्य सनितौ विप्रासः वा धियायवः (ये)"," स॒मो॒हे वा॒ य आश॑त॒ नर॑स्तो॒कस्य॒ सनि॑तौ ।# विप्रा॑सो वा धिया॒यवः॑ ॥"
"उर्वी आपः न काकुदः (यथा) (पिन्वन्ते) (तथा) समुद्रः इव यः सोम-पातमः (इन्द्रस्य) कुक्षिः पिन्वते","यः कुक्षिः सोम-पातमः समुद्रः इव पिन्वते उर्वी आपः न काकुदः (यथा) (पिन्वन्ते) (तथा) (इन्द्रस्य)"," यः कु॒क्षिः सो॑म॒पात॑मः समु॒द्रइ॑व॒ पिन्व॑ते ।# उ॒र्वीरापो॒ न का॒कुदः॑ ॥"
"एव हि पक्वा शाखा न अस्य गोमती विरप्शी मही सूनृता दाशुषे (पिन्वते)","एव हि अस्य सूनृता विरप्शी गोमती मही पक्वा शाखा न दाशुषे (पिन्वते)"," ए॒वा ह्य॑स्य सू॒नृता॑ विर॒प्शी गोम॑ती म॒ही ।# प॒क्वा शाखा॒ न दा॒शुषे॑ ॥"
"इन्द्र ते विभूतयः एवा हि मावते दाशुषे ऊतयः सद्यः चित् सन्ति","एवा हि ते विभूतयः ऊतयः इन्द्र मावते सद्यः चित् सन्ति दाशुषे"," ए॒वा हि ते॒ विभू॑तय ऊ॒तय॑ इन्द्र॒ माव॑ते ।# स॒द्यश्चि॒त्सन्ति॑ दा॒शुषे॑ ॥"
"अस्य(इन्द्रस्य) स्तोमः उक्थं च एवा(एव) हि (स्तः) इन्द्राय सोम-पीतये शंस्या काम्या","(स्तः) एवा(एव) हि अस्य(इन्द्रस्य) काम्या स्तोमः उक्थं च शंस्या इन्द्राय सोम-पीतये"," ए॒वा ह्य॑स्य॒ काम्या॒ स्तोम॑ उ॒क्थं च॒ शंस्या॑ ।# इन्द्रा॑य॒ सोम॑पीतये ॥"
"इन्द्र एहि(आ_इहि) ओजसा महान् (भूत्वा) अभिष्टिः (त्वं) (भव) विश्वेभिः सोम-पर्वभिः अन्धसः(अन्धोभिः) (त्वं) मत्सि","इन्द्र एहि(आ_इहि) मत्सि अन्धसः(अन्धोभिः) विश्वेभिः सोम-पर्वभिः महान् अभिष्टिः ओजसा (भूत्वा) (त्वं) (भव) (त्वं)"," इन्द्रेहि॒ मत्स्यन्ध॑सो॒ विश्वे॑भिः सोम॒पर्व॑भिः ।# म॒हाँ अ॑भि॒ष्टिरोज॑सा ॥"
"ईम् सुते मन्दिं चक्रिं एनं(सोमम्) मन्दिने विश्वानि चक्रये इन्द्राय (यूयम्)(अध्वर्यवः) आ_सृजत","ईम् एनं(सोमम्) आ_सृजत सुते मन्दिं इन्द्राय मन्दिने चक्रिं विश्वानि चक्रये (यूयम्)(अध्वर्यवः)"," एमे॑नं सृजता सु॒ते म॒न्दिमिन्द्रा॑य म॒न्दिने॑ ।# चक्रिं॒ विश्वा॑नि॒ चक्र॑ये ॥"
"सु-शिप्र (इन्द्र) मन्दिभिः स्तोमेभिः मत्स्व विश्व-चर्षणे एषु सवनेषु (देवैः) सचा (त्वं) आ_(गच्छ)","मत्स्व सु-शिप्र मन्दिभिः स्तोमेभिः विश्व-चर्षणे सचा एषु सवनेषु आ_(गच्छ) (इन्द्र) (देवैः) (त्वं)"," मत्स्वा॑ सुशिप्र म॒न्दिभिः॒ स्तोमे॑भिर्विश्वचर्षणे ।# सचै॒षु सव॑ने॒ष्वा ॥"
"इन्द्र ते गिरः (अहम्) असृग्रम् वृषभं पतिं त्वां प्रति (गिरः) उदहासत (तादृशीः)(गिरः) (त्वं) अजोषाः","असृग्रम् इन्द्र ते गिरः प्रति त्वां उदहासत अजोषाः वृषभं पतिं (अहम्) (गिरः) (तादृशीः)(गिरः) (त्वं)"," असृ॑ग्रमिन्द्र ते॒ गिरः॒ प्रति॒ त्वामुद॑हासत ।# अजो॑षा वृष॒भं पति॑म् ॥"
"इन्द्र वरेण्यं चित्रं राधः (त्वं) अर्वाक् सं_चोदय विभु प्रभु ते (धनं) असत् इत्","सं_चोदय चित्रं अर्वाक् राधः इन्द्र वरेण्यं असत् इत् ते विभु प्रभु (त्वं) (धनं)"," सं चो॑दय चि॒त्रम॒र्वाग्राध॑ इन्द्र॒ वरे॑ण्यम् ।# अस॒दित्ते॑ वि॒भु प्र॒भु ॥"
"तुवि-द्युम्न इन्द्र रभस्वतः यशस्वतः अस्मान् तत्र राये (त्वं) सु_चोदय","अस्मान् तत्र सु_चोदय इन्द्र राये रभस्वतः तुवि-द्युम्न यशस्वतः (त्वं)"," अ॒स्मान्त्सु तत्र॑ चोद॒येन्द्र॑ रा॒ये रभ॑स्वतः ।# तुवि॑द्युम्न॒ यश॑स्वतः ॥"
"इन्द्र (त्वं) अस्मे गोमत् वाजवत् पृथु बृहत् विश्व-आयुः अ-क्षितं श्रवः सं_धेहि","गोमत् इन्द्र वाजवत् अस्मे पृथु श्रवः बृहत् विश्व-आयुः सं_धेहि अ-क्षितं (त्वं)"," सं गोम॑दिन्द्र॒ वाज॑वद॒स्मे पृ॒थु श्रवो॑ बृ॒हत् ।# वि॒श्वायु॑र्धे॒ह्यक्षि॑तम् ॥"
"वसोः ऊतये गीर्भिः गृणन्तः (वयं) वसु-पतिं ऋग्-मियम् गन्तारं इन्द्रं होम","वसोः इन्द्रं वसु-पतिं गीर्भिः गृणन्तः ऋग्-मियम् होम गन्तारं ऊतये (वयं)"," वसो॒रिन्द्रं॒ वसु॑पतिं गी॒र्भिर्गृ॒णन्त॑ ऋ॒ग्मिय॑म् ।# होम॒ गन्ता॑रमू॒तये॑ ॥"
"अरिः इत् नि-ओकसे बृहते इन्द्राय सुते-सुते बृहत् शूषं आ_अर्चति","सुते-सुते नि-ओकसे बृहत् बृहते इत् अरिः इन्द्राय शूषं आ_अर्चति"," सु॒तेसु॑ते॒ न्यो॑कसे बृ॒हद्बृ॑ह॒त एद॒रिः ।# इन्द्रा॑य शू॒षम॑र्चति ॥"
"शत-क्रतो त्वा गायत्रिणः गायन्ति अर्किणः अर्कम् अर्चन्ति ब्रह्माणः वंशम् इव त्वा उत्_येमिरे","गायन्ति त्वा गायत्रिणः अर्चन्ति अर्कम् अर्किणः ब्रह्माणः त्वा शत-क्रतो वंशम् इव उत्_येमिरे"," गाय॑न्ति त्वा गाय॒त्रिणोऽर्च॑न्त्य॒र्कम॒र्किणः॑ ।# ब्र॒ह्माण॑स्त्वा शतक्रत॒ उद्वं॒शमि॑व येमिरे ॥"
"यत्(यदा) सानोः सानुम् आ_रुहत् भूरि कर्त्वं अस्पष्ट तत्(तदा) इन्द्रः अर्थं चेतति यूथेन (सह) वृष्णिः (यज्ञभूमिं) एजति","यत्(यदा) सानोः सानुम् आ_रुहत् भूरि अस्पष्ट कर्त्वं तत्(तदा) इन्द्रः अर्थं चेतति यूथेन वृष्णिः एजति (सह) (यज्ञभूमिं)"," यत्सानोः॒ सानु॒मारु॑ह॒द्भूर्यस्प॑ष्ट॒ कर्त्व॑म् ।# तदिन्द्रो॒ अर्थं॑ चेतति यू॒थेन॑ वृ॒ष्णिरे॑जति ॥"
"सोम-पाः इन्द्र केशिना(केशिनौ) वृषणा(वृषणौ) कक्ष्य-प्रा(प्रौ) हरी (त्वं) यु्क्ष्वा(युक्ष्व) हि अथा(अथ) नः गिरां उपश्रुतिं चर","यु्क्ष्वा(युक्ष्व) हि केशिना(केशिनौ) हरी वृषणा(वृषणौ) कक्ष्य-प्रा(प्रौ) अथा(अथ) नः इन्द्र सोम-पाः गिरां उपश्रुतिं चर (त्वं)"," यु॒क्ष्वा हि के॒शिना॒ हरी॒ वृष॑णा कक्ष्य॒प्रा ।# अथा॑ न इन्द्र सोमपा गि॒रामुप॑श्रुतिं चर ॥"
"वसो इन्द्र आ_इहि स्तोमान् अभि_स्वर (आध्वर्यवम्) अभि_गृणीहि (होतृप्रयुक्तानि) (शस्त्राणि) आ_रुव नः ब्रह्म च यज्ञं च सचा (त्वं) वर्धय","आ_इहि स्तोमान् अभि_स्वर अभि_गृणीहि आ_रुव ब्रह्म च नः वसो सचा इन्द्र यज्ञं च वर्धय (आध्वर्यवम्) (होतृप्रयुक्तानि) (शस्त्राणि) (त्वं)"," एहि॒ स्तोमाँ॑ अ॒भिस्व॑रा॒भि गृ॑णी॒ह्या रु॑व ।# ब्रह्म॑ च नो वसो॒ सचेन्द्र॑ य॒ज्ञं च॑ वर्धय ॥"
"पुरु-निस्-सिधे इन्द्राय वर्धनं उक्थं (अस्माभिः) (तथा) शंस्यम् शक्रः नः सुतेषु सख्येषु च यथा रारणत्","उक्थं इन्द्राय शंस्यम् वर्धनं पुरु-निस्-सिधे शक्रः यथा सुतेषु नः रारणत् सख्येषु च (अस्माभिः) (तथा)"," उ॒क्थमिन्द्रा॑य॒ शंस्यं॒ वर्ध॑नं पुरुनि॒ष्षिधे॑ ।# श॒क्रो यथा॑ सु॒तेषु॑ णो रा॒रण॑त्स॒ख्येषु॑ च ॥"
"सखित्वे तम् इत् ईमहे राये तम् (ईमहे) सुवीर्ये तम् (ईमहे) उत शक्रः सः इन्द्रः नः वसु दयमानः शकत्(अशकत्)","(ईमहे) (ईमहे) तम् इत् सखित्वे ईमहे तम् राये तम् सुवीर्ये सः शक्रः उत नः शकत्(अशकत्) इन्द्रः वसु दयमानः"," तमित्स॑खि॒त्व ई॑महे॒ तं रा॒ये तं सु॒वीर्ये॑ ।# स श॒क्र उ॒त नः॑ शक॒दिन्द्रो॒ वसु॒ दय॑मानः ॥"
"इन्द्र सु-वि-वृतम् सु-निर्-अजं यशः त्वा-दातम् इत् (अस्ति) (त्वं) गवां व्रजं अप_वृधि अद्रिवः राधः कृणुष्व","सु-वि-वृतम् सु-निर्-अजं इन्द्र त्वा-दातम् इत् यशः गवां व्रजं अप_वृधि कृणुष्व राधः अद्रिवः (अस्ति) (त्वं)"," सु॒वि॒वृतं॑ सुनि॒रज॒मिन्द्र॒ त्वादा॑त॒मिद्यशः॑ ।# गवा॒मप॑ व्र॒जं वृ॑धि कृणु॒ष्व राधो॑ अद्रिवः ॥"
"रोदसी उभे ऋघायमाणं त्वा नहि इन्वतः स्वर्वतीः अपः (त्वं) जेषः अस्मभ्यं गाः सं_धूनुहि","(त्वं) नहि त्वा रोदसी उभे ऋघायमाणं इन्वतः जेषः स्वर्वतीः अपः गाः अस्मभ्यं सं_धूनुहि"," न॒हि त्वा॒ रोद॑सी उ॒भे ऋ॑घा॒यमा॑ण॒मिन्व॑तः ।# जेषः॒ स्व॑र्वतीर॒पः सं गा अ॒स्मभ्यं॑ धूनुहि ॥"
"आ-श्रुत्-कर्ण इन्द्र (त्वं) हवम् नु(क्षिप्रं) श्रुधि मे गिरः चित्(अपि) दधिष्व मम इमं स्तोमं युजः चित् अन्तरं कृष्व","आ-श्रुत्-कर्ण श्रुधि हवम् नु(क्षिप्रं) चित्(अपि) दधिष्व मे गिरः इन्द्र स्तोमं इमं मम कृष्व युजः चित् अन्तरं (त्वं)"," आश्रु॑त्कर्ण श्रु॒धी हवं॒ नूचि॑द्दधिष्व मे॒ गिरः॑ ।# इन्द्र॒ स्तोम॑मि॒मं मम॑ कृ॒ष्वा यु॒जश्चि॒दन्त॑रम् ॥"
"(इन्द्र) (वयम्) वृषन्तमं त्वा वाजेषु हवन-श्रुतं विद्म हि वृषन्तमस्य सहस्र-सातमाम् ऊतिं हूमहे","विद्म हि त्वा वृषन्तमं वाजेषु हवन-श्रुतं वृषन्तमस्य हूमहे ऊतिं सहस्र-सातमाम् (इन्द्र) (वयम्)"," वि॒द्मा हि त्वा॒ वृष॑न्तमं॒ वाजे॑षु हवन॒श्रुत॑म् ।# वृष॑न्तमस्य हूमह ऊ॒तिं स॑हस्र॒सात॑माम् ॥"
"कौशिक इन्द्र नः तु(क्षिप्रं) आ_(गच्छ) (त्वं) मन्दसानः सुतं पिब नव्यं आयुः प्र_सु_तिर सहस्र-सां ऋषिं कृधि","आ_(गच्छ) तु(क्षिप्रं) नः इन्द्र कौशिक मन्दसानः सुतं पिब नव्यं आयुः प्र_सु_तिर कृधि सहस्र-सां ऋषिं (त्वं)"," आ तू न॑ इन्द्र कौशिक मन्दसा॒नः सु॒तं पि॑ब ।# नव्य॒मायुः॒ प्र सू ति॑र कृ॒धी स॑हस्र॒सामृषि॑म् ॥"
"गिर्वणः (इन्द्र) विश्वतः इमाः वृद्ध-आयुम् अनु वृद्धयः गिरः त्वा परि भवन्तु जुष्टाः (गिरः) जुष्टयः भवन्तु","परि त्वा गिर्वणः गिरः इमाः भवन्तु विश्वतः वृद्ध-आयुम् अनु वृद्धयः जुष्टाः भवन्तु जुष्टयः (इन्द्र) (गिरः)"," परि॑ त्वा गिर्वणो॒ गिर॑ इ॒मा भ॑वन्तु वि॒श्वतः॑ ।# वृ॒द्धायु॒मनु॒ वृद्ध॑यो॒ जुष्टा॑ भवन्तु॒ जुष्ट॑यः ॥"
"विश्वाः गिरः समुद्र-व्यचसम् रथिनां रथितमम् वाजानाम् पतिं सत्-पतिम् इन्द्रम् अवीवृधन्","इन्द्रम् विश्वाः अवीवृधन् समुद्र-व्यचसम् गिरः रथितमम् रथिनां वाजानाम् सत्-पतिम् पतिं"," इन्द्रं॒ विश्वा॑ अवीवृधन्त्समु॒द्रव्य॑चसं॒ गिरः॑ ।# र॒थीत॑मं र॒थीनां॒ वाजा॑नां॒ सत्प॑तिं॒ पति॑म् ॥"
"शवसः पते इन्द्र ते सख्ये वाजिनः (वयं) मा भेम जेतारं अ-परा-जितं त्वाम् अभि प्र_णोनुमः","सख्ये ते इन्द्र वाजिनः मा भेम शवसः पते त्वाम् अभि प्र_णोनुमः जेतारं अ-परा-जितं (वयं)"," स॒ख्ये त॑ इन्द्र वा॒जिनो॒ मा भे॑म शवसस्पते ।# त्वाम॒भि प्रणो॑नुमो॒ जेता॑र॒मप॑राजितम् ॥"
"इन्द्रस्य पूर्वीः रातयः (सन्ति) स्तोतृभ्यः गोमतः वाजस्य (च) मघं यदि मंहते(ददाति) (तर्हि) ऊतयः न विदस्यन्ति","पूर्वीः इन्द्रस्य रातयः न विदस्यन्ति ऊतयः यदि वाजस्य गोमतः स्तोतृभ्यः मंहते(ददाति) मघं (सन्ति) (च) (तर्हि)"," पू॒र्वीरिन्द्र॑स्य रा॒तयो॒ न वि द॑स्यन्त्यू॒तयः॑ ।# यदी॒ वाज॑स्य॒ गोम॑तः स्तो॒तृभ्यो॒ मंह॑ते म॒घम् ॥"
"पुराम् भिन्दुः युवा कविः अमित-ओजाः विश्वस्य कर्मणः धर्ता वज्री पुरु-स्तुतः इन्द्रः अजायत","पुराम् भिन्दुः युवा कविः अमित-ओजाः अजायत इन्द्रः विश्वस्य कर्मणः धर्ता वज्री पुरु-स्तुतः"," पु॒रां भि॒न्दुर्युवा॑ क॒विरमि॑तौजा अजायत ।# इन्द्रो॒ विश्व॑स्य॒ कर्म॑णो ध॒र्ता व॒ज्री पु॑रुष्टु॒तः ॥"
"अद्रिवः त्वं गोमतः वलस्य बिलम् अपावः तुज्यमानासः देवाः अ-बिभ्युषः त्वाम् आविषुः","त्वं वलस्य गोमतः अपावः अद्रिवः बिलम् त्वाम् देवाः अ-बिभ्युषः तुज्यमानासः आविषुः"," त्वं व॒लस्य॒ गोम॒तोऽपा॑वरद्रिवो॒ बिल॑म् ।# त्वां दे॒वा अबि॑भ्युषस्तु॒ज्यमा॑नास आविषुः ॥"
"शूर तव रातिभिः अहं सिंधुं आवदन् प्रति_आयम् गिर्वणः कारवः उप_अतिष्ठन्त तस्य ते (धनदानं) विदुः","तव अहं शूर रातिभिः प्रति_आयम् सिंधुं आवदन् उप_अतिष्ठन्त गिर्वणः विदुः ते तस्य कारवः (धनदानं)"," तवा॒हं शू॑र रा॒तिभिः॒ प्रत्या॑यं॒ सिन्धु॑मा॒वद॑न् ।# उपा॑तिष्ठन्त गिर्वणो वि॒दुष्टे॒ तस्य॑ का॒रवः॑ ॥"
"इन्द्र त्वं मायाभिः मायिनं शुष्णं अव_अतिरः मेधिराः तस्य ते (महिमानं) विदुः तेषां श्रवांसि उत्_तिर","मायाभिः इन्द्र मायिनं त्वं शुष्णं अव_अतिरः विदुः ते तस्य मेधिराः तेषां श्रवांसि उत्_तिर (महिमानं)"," मा॒याभि॑रिन्द्र मा॒यिनं॒ त्वं शुष्ण॒मवा॑तिरः ।# वि॒दुष्टे॒ तस्य॒ मेधि॑रा॒स्तेषां॒ श्रवां॒स्युत्ति॑र ॥"
"स्तोमाः ओजसा ईशानं इन्द्रं अभि_अनूषत यस्य (इन्द्रस्य) सहस्रं उत वा भूयसीः रातयः सन्ति","(इन्द्रस्य) इन्द्रं ईशानं ओजसा स्तोमाः अभि_अनूषत सहस्रं यस्य रातयः उत वा सन्ति भूयसीः"," इन्द्र॒मीशा॑न॒मोज॑सा॒भि स्तोमा॑ अनूषत ।# स॒हस्रं॒ यस्य॑ रा॒तय॑ उ॒त वा॒ सन्ति॒ भूय॑सीः ॥"
"अस्य यज्ञस्य सु-क्रतुं विश्व-वेदसं होतारं दूतम् अग्निं (वयं) वृणीमहे","अग्निं दूतम् वृणीमहे होतारं विश्व-वेदसं अस्य यज्ञस्य सु-क्रतुं (वयं)"," अ॒ग्निं दू॒तं वृ॑णीमहे॒ होता॑रं वि॒श्ववे॑दसम् ।# अ॒स्य य॒ज्ञस्य॑ सु॒क्रतु॑म् ॥"
"विश्पतिं हव्य-वाहं पुरु-प्रियं अग्निं अग्निं हवीमभिः सदा हवन्त","अग्निं अग्निं हवीमभिः सदा हवन्त विश्पतिं हव्य-वाहं पुरु-प्रियं"," अ॒ग्निम॑ग्निं॒ हवी॑मभिः॒ सदा॑ हवन्त वि॒श्पति॑म् ।# ह॒व्य॒वाहं॑ पुरुप्रि॒यम् ॥"
"अग्ने जज्ञानः (त्वं) वृक्त-बर्हिषे इह देवान् आवह नः होता (त्वं) ईड्यः असि","अग्ने देवान् इह आवह जज्ञानः वृक्त-बर्हिषे असि होता नः ईड्यः (त्वं) (त्वं)"," अग्ने॑ दे॒वाँ इ॒हाव॑ह जज्ञा॒नो वृ॒क्तब॑र्हिषे ।# असि॒ होता॑ न॒ ईड्यः॑ ॥"
"अग्ने (त्वं) यत्(यस्मात्) दूत्यं यासि (तस्मात्) उशतः तान्(देवान्) वि_बोधय बर्हिषि देवैः (सह) आ_सत्सि","तान्(देवान्) उशतः वि_बोधय यत्(यस्मात्) अग्ने यासि दूत्यं देवैः आ_सत्सि बर्हिषि (त्वं) (तस्मात्) (सह)"," ताँ उ॑श॒तो वि बो॑धय॒ यद॑ग्ने॒ यासि॑ दू॒त्य॑म् ।# दे॒वैरास॑त्सि ब॒र्हिषि॑ ॥"
"घृत-आहवन दीदिवः अग्ने त्वं रक्षस्विनः रिषतः प्रति_दह स्म","घृत-आहवन दीदिवः स्म रिषतः प्रति_दह अग्ने त्वं रक्षस्विनः"," घृता॑हवन दीदिवः॒ प्रति॑ ष्म॒ रिष॑तो दह ।# अग्ने॒ त्वं र॑क्ष॒स्विनः॑ ॥"
"अग्निना कविः गृह-पतिः युवा हव्य-वाट् जुह्वास्यः अग्निः सम्_इध्यते","अग्निना अग्निः सम्_इध्यते कविः गृह-पतिः युवा हव्य-वाट् जुह्वास्यः"," अ॒ग्निना॒ग्निः समि॑ध्यते क॒विर्गृ॒हप॑ति॒र्युवा॑ ।# ह॒व्य॒वाड् जु॒ह्वा॑स्यः ॥"
"कविं सत्य-धर्माणं देवं अमीव-चातनम् अध्वरे अग्निम् (त्वं) उप_स्तुहि","कविं अग्निम् उप_स्तुहि सत्य-धर्माणं अध्वरे देवं अमीव-चातनम् (त्वं)"," क॒विम॒ग्निमुप॑स्तुहि स॒त्यध॑र्माणमध्व॒रे ।# दे॒वम॑मीव॒चात॑नम् ॥"
"अग्ने देव यः हविस्-पतिः दूतं त्वां सपर्यति तस्य प्र_अविता भव स्म","यः त्वां अग्ने हविस्-पतिः दूतं देव सपर्यति तस्य स्म प्र_अविता भव"," यस्त्वाम॑ग्ने ह॒विष्प॑तिर्दू॒तं दे॑व सप॒र्यति॑ ।# तस्य॑ स्म प्रावि॒ता भ॑व ॥"
"पावक हविष्मान् यः देव-वीतये अग्निं आ_विवासति तस्मै (त्वं) मृळय","यः अग्निं देव-वीतये हविष्मान् आ_विवासति तस्मै पावक मृळय (त्वं)"," यो अ॒ग्निं दे॒ववी॑तये ह॒विष्माँ॑ आ॒विवा॑सति ।# तस्मै॑ पावक मृळय ॥"
"दीदिवः पावक अग्ने सः(त्वं) नः इह देवान् आ_वह नः यज्ञं हविः च उप_(आ_वह)","सः(त्वं) नः पावक दीदिवः अग्ने देवान् इह आ_वह उप_(आ_वह) यज्ञं हविः च नः"," स नः॑ पावक दीदि॒वोऽग्ने॑ दे॒वाँ इ॒हा व॑ह ।# उप॑ य॒ज्ञं ह॒विश्च॑ नः ॥"
"नवीयसा गायत्रेण स्तवानः सः(त्वं) नः रयिं वीरवतीं इषम् (च) आ_भर","सः(त्वं) नः स्तवानः आ_भर गायत्रेण नवीयसा रयिं वीरवतीं इषम् (च)"," स नः॒ स्तवा॑न॒ आ भ॑र गाय॒त्रेण॒ नवी॑यसा ।# र॒यिं वी॒रव॑ती॒मिष॑म् ॥"
"अग्ने (त्वं) शुक्रेण शोचिषा विश्वाभिः देव-हूतिभिः (च) नः इमं स्तोमं जुषस्व","अग्ने शुक्रेण शोचिषा विश्वाभिः देव-हूतिभिः इमं स्तोमं जुषस्व नः (त्वं) (च)"," अग्ने॑ शु॒क्रेण॑ शो॒चिषा॒ विश्वा॑भिर्दे॒वहू॑तिभिः ।# इ॒मं स्तोमं॑ जुषस्व नः ॥"
"अग्ने सु-समिद्धः (त्वं) नः हविष्मते देवान् आ_वह पावक होतः यक्षि च","सु-समिद्धः नः आ_वह देवान् अग्ने हविष्मते होतः पावक यक्षि च (त्वं)"," सुस॑मिद्धो न॒ आव॑ह दे॒वाँ अ॑ग्ने ह॒विष्म॑ते ।# होतः॑ पावक॒ यक्षि॑ च ॥"
"तनू-नपात् कवे (त्वं) अद्य नः मधुमन्तं यज्ञं वीतये देवेषु कृणुहि","मधुमन्तं तनू-नपात् यज्ञं देवेषु नः कवे अद्य कृणुहि वीतये (त्वं)"," मधु॑मन्तं तनूनपाद्य॒ज्ञं दे॒वेषु॑ नः कवे ।# अ॒द्या कृ॑णुहि वी॒तये॑ ॥"
