"padacchedah","anvaya","spart"
"काचित् आडम्बरम् नारी भुज-सम्भोग-पीडितम् कृत्वा कमल-पत्र-अक्षी प्रसुप्ता मद-मोहिता .","काचित् आडम्बरम् नारी भुज-सम्भोग-पीडितम् कृत्वा कमल-पत्र-अक्षी प्रसुप्ता मद-मोहिता .","काचिदाडम्बरं नारी भुजसम्भोगपीडितम्।#कृत्वा कमलपत्राक्षी प्रसुप्ता मदमोहिता॥"
"कलशीम् अपविद्ध्य अन्या प्रसुप्ता भाति भामिनी वसन्ते पुष्प-शबला माला इव परिमार्जिता पाणिभ्याम् च कुचौ काचित् सुवर्ण-कलश-उपमौ उपगुह्य अबला सुप्ता निद्रा-बलम् उपागता अन्या कमल-पत्र-अक्षी पूर्णेन्दु-सदृश-आनना अन्याम् आलिङ्ग्य सुश्रोणीम् निद्रा-वशम् उपागता .","कलशीम् इव परिमार्जिता पाणिभ्याम् च कुचौ काचित् सुवर्ण-कलश-उपमौ उपगुह्य अबला सुप्ता अपविद्ध्य निद्रा-बलम् उपागता अन्या कमल-पत्र-अक्षी पूर्णेन्दु-सदृश-आनना अन्याम् आलिङ्ग्य सुश्रोणीम् निद्रा-वशम् उपागता अन्या . प्रसुप्ता भाति भामिनी वसन्ते पुष्प-शबला माला","कलशीमपविद्ध्यान्या प्रसुप्ता भाति भामिनी।वसन्ते पुष्पशबला मालेव परिमार्जिता॥ पाणिभ्यां च कुचौ काचित् सुवर्णकलशोपमौ।उपगुह्याबला सुप्ता निद्राबलपराजिता॥#अन्या कमलपत्राक्षी पूर्णेन्दुसदृशानना।अन्यामालिंग्य सुश्रोणीं प्रसुप्ता मदविह्वला॥"
"आतोद्यानि विचित्राणि परिष्वज्य वर-स्त्रियः निपीड्य च कुचैः सुप्ताः कामिन्यः कामुकान् इव .","आतोद्यानि कामुकान् इव . विचित्राणि परिष्वज्य वर-स्त्रियः निपीड्य च कुचैः सुप्ताः कामिन्यः","आतोद्यानि विचित्राणि परिष्वज्य वरस्त्रियः।#निपीड्य च कुचैः सुप्ताः कामिन्यः कामुकानिव॥"
"तासाम् एकान्त-विन्यस्ते शयानाम् शयने शुभे ददर्श रूप-सम्पन्नाम् अथ ताम् सः कपिः स्त्रियम् मुक्ता-मणि-समायुक्तैः भूषणैः सुविभूषिताम् विभूषयन्तीम् इव च स्व-श्रिया भवन-उत्तमम् गौरीम् कनक-वर्ण-आभाम् इष्टाम् अन्तःपुर-ईश्वरीम् कपिः मन्दोदरीम् तत्र शयानाम् चारु-रूपिणीम् .","तासाम् सः कपिः स्त्रियम् मुक्ता-मणि-समायुक्तैः भूषणैः सुविभूषिताम् विभूषयन्तीम् इव च स्व-श्रिया एकान्त-विन्यस्ते भवन-उत्तमम् गौरीम् कनक-वर्ण-आभाम् इष्टाम् अन्तःपुर-ईश्वरीम् कपिः मन्दोदरीम् तत्र शयानाम् चारु-रूपिणीम् शयानाम् . शयने शुभे ददर्श रूप-सम्पन्नाम् अथ ताम्","तासामेकान्तविन्यस्ते शयानां शयने शुभे।ददर्श रूपसम्पन्नामथ तां स कपिः स्त्रियम्॥ मुक्तामणिसमायुक्तैर्भूषणैः सुविभूषिताम्।विभूषयन्तीमिव च स्वश्रिया भवनोत्तमम्॥#गौरीं कनकवर्णाभामिष्टामन्तःपुरेश्वरीम्।कपिर्मन्दोदरीं तत्र शयानां चारुरूपिणीम्॥"
"सः ताम् दृष्ट्वा महा-बाहुः भूषिताम् मारुत-आत्मजः तर्कयामास सीता इति रूप-यौवन-सम्पदा हर्षेण महता युक्तः ननन्द हरि-यूथपः (च)","सः रूप-यौवन-सम्पदा हर्षेण महता युक्तः ननन्द हरि-यूथपः (च) ताम् दृष्ट्वा महा-बाहुः भूषिताम् मारुत-आत्मजः तर्कयामास सीता इति","स तां दृष्ट्वा महाबाहुर्भूषितां मारुतात्मजः।तर्कयामास सीतेति रूपयौवनसम्पदा।#हर्षेण महता युक्तो ननन्द हरियूथपः॥"
"आस्फोटयामास चुचुम्ब पुच्छम् ननन्द चिक्रीड जगौ जगाम स्तम्भान् अरोहत् निपपात भूमौ निदर्शयन् स्वाम् प्रकृतिम् कपीनाम् हनुमान् (च) (च)","आस्फोटयामास निपपात भूमौ निदर्शयन् स्वाम् प्रकृतिम् कपीनाम् हनुमान् (च) (च) चुचुम्ब पुच्छम् ननन्द चिक्रीड जगौ जगाम स्तम्भान् अरोहत्","आस्फोटयामास चुचुम्ब पुच्छं ननन्द चिक्रीड जगौ जगाम।#स्तम्भानरोहन्निपपात भूमौ निदर्शयन् स्वां प्रकृतिं कपीनाम्॥"
"अवधूय च ताम् बुद्धिम् बभूव अवस्थितः तदा जगाम च अपराम् चिन्ताम् सीताम् प्रति महा-कपिः .","अवधूय अपराम् चिन्ताम् सीताम् प्रति महा-कपिः . च ताम् बुद्धिम् बभूव अवस्थितः तदा जगाम च","अवधूय च तां बुद्धिं बभूवावस्थितस्तदा।#जगाम चापरां चिन्तां सीतां प्रति महाकपिः॥"
"न रामेण वियुक्ता सा स्वप्तुम् अर्हति भामिनी न भोक्तुम् न अपि अलङ्कर्तुम् न पानम् उपसेवितुम्","न न अपि अलङ्कर्तुम् न पानम् उपसेवितुम् रामेण वियुक्ता सा स्वप्तुम् अर्हति भामिनी न भोक्तुम्","न रामेण वियुक्ता सा स्वप्तुमर्हति भामिनी।#न भोक्तुं नाप्यलंकर्तुं न पानमुपसेवितुम्॥"
"न अन्यम् नरम् उपस्थातुम् सुराणाम् अपि च ईश्वरम् न हि राम-समः कश्चित् विद्यते त्रिदशेषु अपि (अर्हति)","न हि राम-समः कश्चित् विद्यते त्रिदशेषु अपि (अर्हति) अन्यम् नरम् उपस्थातुम् सुराणाम् अपि च ईश्वरम् न","नान्यं नरमुपस्थातुं सुराणामपि चेश्वरम्।#न हि रामसमः कश्चिद् विद्यते त्रिदशेष्वपि॥"
"अन्या इयम् इति निश्चित्य भूयः तत्र चचार सः पान-भूमौ हरि-श्रेष्ठः सीता-सन्दर्शन-उत्सुकः","अन्या हरि-श्रेष्ठः सीता-सन्दर्शन-उत्सुकः इयम् इति निश्चित्य भूयः तत्र चचार सः पान-भूमौ","अन्येयमिति निश्चित्य भूयस्तत्र चचार सः।#पानभूमौ हरिश्रेष्ठः सीतासंदर्शनोत्सुकः॥"
"क्रीडितेन अपराः क्लान्ताः गीतेन च तथा अपराः नृत्येन च अपराः क्लान्ताः पान-विप्रहताः तथा मुरजेषु मृदङ्गेषु चेलिकासु च संस्थिताः तथा आस्तरण-मुख्येषु संविष्टाः च अपराः स्त्रियः (कपिः) (ददर्श) .","क्रीडितेन अपराः क्लान्ताः पान-विप्रहताः तथा मुरजेषु मृदङ्गेषु चेलिकासु च संस्थिताः तथा अपराः आस्तरण-मुख्येषु संविष्टाः च अपराः स्त्रियः (कपिः) (ददर्श) . क्लान्ताः गीतेन च तथा अपराः नृत्येन च","क्रीडितेनापराः क्लान्ता गीतेन च तथापराः। नृत्येन चापराः क्लान्ताः पानविप्रहतास्तथा॥#मुरजेषु मृदंगेषु चेलिकासु च संस्थिताः।तथाऽऽस्तरणमुख्येषु संविष्टाश्चापराः स्त्रियः॥"
"अङ्गनानाम् सहस्रेण भूषितेन विभूषणैः रूप-संलाप-शीलेन युक्त-गीतार्थ-भाषिणा देश-काल-अभियुक्तेन युक्त-वाक्य-अभिधायिना रत-अधिकेन संयुक्ताम् ददर्श हरि-यूथपः पान-भूमिम् (च)","अङ्गनानाम् संयुक्ताम् ददर्श हरि-यूथपः पान-भूमिम् (च) सहस्रेण भूषितेन विभूषणैः रूप-संलाप-शीलेन युक्त-गीतार्थ-भाषिणा देश-काल-अभियुक्तेन युक्त-वाक्य-अभिधायिना रत-अधिकेन","अंगनानां सहस्रेण भूषितेन विभूषणैः।रूपसंलापशीलेन युक्तगीतार्थभाषिणा॥#देशकालाभियुक्तेन युक्तवाक्याभिधायिना।रताधिकेन संयुक्तां ददर्श हरियूथपः॥"
"अन्यत्र अपि वर-स्त्रीणाम् रूप-संलाप-शायिनाम् सहस्रम् युवतीनाम् तु प्रसुप्तम् सः ददर्श ह .","अन्यत्र ददर्श ह . अपि वर-स्त्रीणाम् रूप-संलाप-शायिनाम् सहस्रम् युवतीनाम् तु प्रसुप्तम् सः","अन्यत्रापि वरस्त्रीणां रूपसंलापशायिनाम्।#सहस्रं युवतीनां तु प्रसुप्तं स ददर्श ह॥"
"देश-काल-अभियुक्तम् तु युक्त-वाक्य-अभिधायि तत् रत-अविरत-संसुप्तम् ददर्श हरि-यूथपः","देश-काल-अभियुक्तम् तु युक्त-वाक्य-अभिधायि तत् रत-अविरत-संसुप्तम् ददर्श हरि-यूथपः","देशकालाभियुक्तं तु युक्तवाक्याभिधायि तत्।#रताविरतसंसुप्तं ददर्श हरियूथपः॥"
"तासाम् मध्ये महा-बाहुः शुशुभे राक्षस-ईश्वरः गोष्ठे महति मुख्यानाम् गवाम् मध्ये यथा वृषः .","तासाम् मध्ये यथा वृषः . मध्ये महा-बाहुः शुशुभे राक्षस-ईश्वरः गोष्ठे महति मुख्यानाम् गवाम्","तासां मध्ये महाबाहुः शुशुभे राक्षसेश्वरः।#गोष्ठे महति मुख्यानां गवां मध्ये यथा वृषः॥"
"सः राक्षस-इन्द्रः शुशुभे ताभिः परिवृतः स्वयम् करेणुभिः यथा अरण्ये परिकीर्णः महा-द्विपः .","सः परिकीर्णः महा-द्विपः . राक्षस-इन्द्रः शुशुभे ताभिः परिवृतः स्वयम् करेणुभिः यथा अरण्ये","स राक्षसेन्द्रः शुशुभे ताभिः परिवृतः स्वयम्।#करेणुभिर्यथारण्ये परिकीर्णो महाद्विपः॥"
"सर्व-कामैः उपेताम् च पान-भूमिम् महा-आत्मनः ददर्श कपि-शार्दूलः तस्य रक्षः-पतेः गृहे .","सर्व-कामैः गृहे . उपेताम् च पान-भूमिम् महा-आत्मनः ददर्श कपि-शार्दूलः तस्य रक्षः-पतेः","सर्वकामैरुपेतां च पानभूमिं महात्मनः।#ददर्श कपिशार्दूलस्तस्य रक्षःपतेर्गृहे॥"
"मृगाणाम् महिषाणाम् च वराहाणाम् च भागशः तत्र न्यस्तानि मांसानि पान-भूमौ ददर्श सः .","मृगाणाम् पान-भूमौ ददर्श सः . महिषाणाम् च वराहाणाम् च भागशः तत्र न्यस्तानि मांसानि","मृगाणां महिषाणां च वराहाणां च भागशः।#तत्र न्यस्तानि मांसानि पानभूमौ ददर्श सः॥"
"रौक्मेषु च विशालेषु भाजनेषु अपि अभक्षितान् ददर्श कपि-शार्दूलः मयूरान् कुक्कुटान् तथा .","रौक्मेषु कुक्कुटान् तथा . च विशालेषु भाजनेषु अपि अभक्षितान् ददर्श कपि-शार्दूलः मयूरान्","रौक्मेषु च विशालेषु भाजनेष्वप्यभक्षितान्।#ददर्श कपिशार्दूलो मयूरान् कुक्कुटांस्तथा॥"
"वराह-वाध्रीणसकान् दधि-सौवर्चल-आयुतान् शल्यान् मृग-मयूरान् च हनुमान् अन्ववैक्षत .","वराह-वाध्रीणसकान् दधि-सौवर्चल-आयुतान् शल्यान् मृग-मयूरान् च हनुमान् अन्ववैक्षत .","वराहवाध्रीणसकान् दधिसौवर्चलायुतान्।#शल्यान् मृगमयूरांश्च हनुमानन्ववैक्षत॥ "
"कृकलान् विविधान् छागान् शशकान् अर्ध-भक्षितान् महिषान् शल्यान् च मेषान् च कृत-निष्ठितान् लेह्यान् उच्चावचान् पेयान् भोज्यानि उच्चावचानि च तथा अम्ल-लवण-उत्तंसैः विविधैः राग-खाण्डवैः (अन्ववैक्षत) (हनुमान्)","कृकलान् च कृत-निष्ठितान् लेह्यान् उच्चावचान् पेयान् भोज्यानि उच्चावचानि च तथा अम्ल-लवण-उत्तंसैः विविधान् विविधैः राग-खाण्डवैः (अन्ववैक्षत) (हनुमान्) छागान् शशकान् अर्ध-भक्षितान् महिषान् शल्यान् च मेषान्","कृकलान् विविधांश्छागान् शशकानर्धभक्षितान्।महिषानेकशल्यांश्च मेषांश्च कृतनिष्ठितान्॥#लेह्यानुच्चावचान् पेयान् भोज्यान्युच्चावचानि च।तथाम्ललवणोत्तंसैर्विविधै रागखाण्डवैः॥"
"महा-नूपुर-केयूरैः अपविद्धैः महा-धनैः पान-भाजन-विक्षिप्तैः फलैः च विविधैः अपि कृत-पुष्प-उपहारा भूः अधिकाम् पुष्यति श्रियम् तत्र तत्र च विन्यस्तैः सुश्लिष्ट-शयन-आसनैः पान-भूमिः विना वह्निम् प्रदीप्ता इव उपलक्ष्यते .","महा-नूपुर-केयूरैः भूः अधिकाम् पुष्यति श्रियम् तत्र तत्र च विन्यस्तैः सुश्लिष्ट-शयन-आसनैः पान-भूमिः अपविद्धैः विना वह्निम् प्रदीप्ता इव उपलक्ष्यते . महा-धनैः पान-भाजन-विक्षिप्तैः फलैः च विविधैः अपि कृत-पुष्प-उपहारा","महानूपुरकेयूरैरपविद्धैर्महाधनैः।पानभाजनविक्षिप्तैः फलैश्च विविधैरपि॥#कृतपुष्पोपहारा भूरधिकां पुष्यति श्रियम्।तत्र तत्र च विन्यस्तैः सुश्लिष्टशयनासनैः॥ पानभूमिर्विना वह्निं प्रदीप्तेवोपलक्ष्यते।"
"बहु-प्रकारैः विविधैः वर-संस्कार-संस्कृतैः मांसैः कुशल-संयुक्तैः पान-भूमि-गतैः पृथक् दिव्याः प्रसन्नाः विविधाः सुराः कृत-सुराः अपि शर्करासव-माध्वीकाः पुष्पासव-फलासवाः वास-चूर्णैः च विविधैः मृष्टाः तैः तैः पृथक् पृथक् सन्तता शुशुभे भूमिः माल्यैः च बहु-संस्थितैः हिरण्मयैः च कलशैः भाजनैः स्फाटिकैः अपि जाम्बूनदमयैः च अन्यैः करकैः अभिसंवृता (युक्ता) (दृष्टाः)","बहु-प्रकारैः विविधाः सुराः कृत-सुराः अपि शर्करासव-माध्वीकाः पुष्पासव-फलासवाः वास-चूर्णैः च विविधैः मृष्टाः विविधैः तैः तैः पृथक् पृथक् सन्तता शुशुभे भूमिः माल्यैः च बहु-संस्थितैः वर-संस्कार-संस्कृतैः हिरण्मयैः च कलशैः भाजनैः स्फाटिकैः अपि जाम्बूनदमयैः च अन्यैः करकैः मांसैः अभिसंवृता (युक्ता) (दृष्टाः) कुशल-संयुक्तैः पान-भूमि-गतैः पृथक् दिव्याः प्रसन्नाः","बहुप्रकारैर्विविधैर्वरसंस्कारसंस्कृतैः॥ मांसैः कुशलसंयुक्तैः पानभूमिगतैः पृथक्।दिव्याः प्रसन्ना विविधाः सुराः कृतसुरा अपि॥#शर्करासवमाध्वीकाः पुष्पासवफलासवाः।वासचूर्णैश्च विविधैर्मृष्टास्तैस्तैः पृथक् पृथक्॥ संतता शुशुभे भूमिर्माल्यैश्च बहुसंस्थितैः।हिरण्मयैश्च कलशैर्भाजनैः स्फाटिकैरपि॥जाम्बूनदमयैश्चान्यैः करकैरभिसंवृता।"
"राजतेषु च कुम्भेषु जाम्बूनदमयेषु च पान-श्रेष्ठाम् तथा भूमिम् कपिः तत्र ददर्श सः (स्थित-पानीयाम्)","राजतेषु तत्र ददर्श सः (स्थित-पानीयाम्) च कुम्भेषु जाम्बूनदमयेषु च पान-श्रेष्ठाम् तथा भूमिम् कपिः","राजतेषु च कुम्भेषु जाम्बूनदमयेषु च॥#पानश्रेष्ठां तथा भूमिं कपिस्तत्र ददर्श सः।"
"सः अपश्यत् शातकुम्भानि सीधोः मणिमयानि च तानि तानि च पूर्णानि भाजनानि महा-कपिः .","सः पूर्णानि भाजनानि महा-कपिः . अपश्यत् शातकुम्भानि सीधोः मणिमयानि च तानि तानि च","सोऽपश्यच्छातकुम्भानि सीधोर्मणिमयानि च॥#तानि तानि च पूर्णानि भाजनानि महाकपिः।"
"क्वचित् अर्ध-अवशेषाणि क्वचित् पीतानि अशेषतः क्वचित् न एव प्रपीतानि पानानि सः ददर्श .","क्वचित् पानानि सः ददर्श . अर्ध-अवशेषाणि क्वचित् पीतानि अशेषतः क्वचित् न एव प्रपीतानि","क्वचिदर्धावशेषाणि क्वचित् पीतान्यशेषतः॥#क्वचिन्नैव प्रपीतानि पानानि स ददर्श ह।"
"क्वचित् भक्ष्यान् च विविधान् क्वचित् पानानि भागशः क्वचित् अर्ध-अवशेषाणि पश्यन् वै विचचार ह शयनानि अत्र नारीणाम् शून्यानि बहुधा पुनः परस्परम् समाश्लिष्य काश्चित् सुप्ताः वर-अङ्गनाः (कपिः)","क्वचित् पश्यन् वै विचचार ह शयनानि अत्र नारीणाम् शून्यानि बहुधा पुनः भक्ष्यान् परस्परम् समाश्लिष्य काश्चित् सुप्ताः वर-अङ्गनाः (कपिः) च विविधान् क्वचित् पानानि भागशः क्वचित् अर्ध-अवशेषाणि","क्वचिद् भक्ष्यांश्च विविधान् क्वचित् पानानि भागशः॥#क्वचिदर्धावशेषाणि पश्यन् वै विचचार ह।शयनान्यत्र नारीणां शून्यानि बहुधा पुनः।परस्परं समाश्लिष्य काश्चित् सुप्ता वरांगनाः॥ "
"काचित् च वस्त्रम् अन्यस्याः अपहृत्य उपगुह्य च उपगम्य अबला सुप्ता निद्रा-बल-पराजिता .","काचित् सुप्ता निद्रा-बल-पराजिता . च वस्त्रम् अन्यस्याः अपहृत्य उपगुह्य च उपगम्य अबला","काचिच्च वस्त्रमन्यस्या अपहृत्योपगुह्य च।#उपगम्याबला सुप्ता निद्राबलपराजिता॥"
"तासाम् उच्छ्वास-वातेन वस्त्रम् माल्यम् च गात्रजम् न अत्यर्थम् स्पन्दते चित्रम् प्राप्य मन्दम् इव अनिलम् .","तासाम् चित्रम् प्राप्य मन्दम् इव अनिलम् . उच्छ्वास-वातेन वस्त्रम् माल्यम् च गात्रजम् न अत्यर्थम् स्पन्दते","तासामुच्छ्वासवातेन वस्त्रं माल्यं च गात्रजम्।#नात्यर्थं स्पन्दते चित्रं प्राप्य मन्दमिवानिलम्॥"
"चन्दनस्य च शीतस्य सीधोः मधु-रसस्य च विविधस्य च माल्यस्य पुष्पस्य विविधस्य च बहुधा मारुतः तस्य गन्धम् विविधम् उद्वहन् (ववौ) (विमाने)","चन्दनस्य पुष्पस्य विविधस्य च बहुधा मारुतः तस्य गन्धम् विविधम् उद्वहन् (ववौ) च (विमाने) शीतस्य सीधोः मधु-रसस्य च विविधस्य च माल्यस्य","चन्दनस्य च शीतस्य सीधोर्मधुरसस्य च।विविधस्य च माल्यस्य पुष्पस्य विविधस्य च॥#बहुधा मारुतस्तस्य गन्धं विविधमुद्वहन्।"
"स्नानानाम् चन्दनानाम् च धूपानाम् च एव मूर्च्छितः प्रववौ सुरभिः गन्धः विमाने पुष्पके तदा .","स्नानानाम् गन्धः विमाने पुष्पके तदा . चन्दनानाम् च धूपानाम् च एव मूर्च्छितः प्रववौ सुरभिः","स्नानानां चन्दनानां च धूपानां चैव मूर्च्छितः॥#प्रववौ सुरभिर्गन्धो विमाने पुष्पके तदा।"
"श्याम-अवदाताः तत्र अन्याः काश्चित् कृष्णाः वर-अङ्गनाः काश्चित् काञ्चन-वर्ण-अङ्ग्यः प्रमदाः राक्षस-आलये तासाम् निद्रावशत्वात् च मदनेन विमूर्छितम् पद्मिनीनाम् प्रसुप्तानाम् रूपम् आसीत् यथा एव हि एवम् सर्वम् अशेषेण रावण-अन्तःपुरम् कपिः ददर्श सः महा-तेजा न ददर्श च जानकीम् (आसन्) (याः)","श्याम-अवदाताः राक्षस-आलये तासाम् निद्रावशत्वात् च मदनेन विमूर्छितम् पद्मिनीनाम् प्रसुप्तानाम् रूपम् आसीत् तत्र यथा एव हि एवम् सर्वम् अशेषेण रावण-अन्तःपुरम् कपिः ददर्श सः अन्याः महा-तेजा न ददर्श च जानकीम् (आसन्) (याः) काश्चित् कृष्णाः वर-अङ्गनाः काश्चित् काञ्चन-वर्ण-अङ्ग्यः प्रमदाः","श्यामावदातास्तत्रान्याः काश्चित् कृष्णा वरांगनाः॥ काश्चित् काञ्चनवर्णाङ्गयः प्रमदा राक्षसालये।तासां निद्रावशत्वाच्च मदनेन विमूर्च्छितम्॥#पद्मिनीनां प्रसुप्तानां रूपमासीद् यथैव हि।एवं सर्वमशेषेण रावणान्तःपुरं कपिः।ददर्श स महातेजा न ददर्श च जानकीम्॥"
"निरीक्षमाणः च ततः ताः स्त्रियः सः महा-कपिः जगाम महतीम् शङ्काम् धर्म-साध्वस-शङ्कितः परदार-अवरोधस्य प्रसुप्तस्य निरीक्षणम् इदम् खलु मम अत्यर्थम् धर्म-लोपम् करिष्यति .","निरीक्षमाणः शङ्काम् धर्म-साध्वस-शङ्कितः परदार-अवरोधस्य प्रसुप्तस्य निरीक्षणम् इदम् खलु मम अत्यर्थम् धर्म-लोपम् च करिष्यति . ततः ताः स्त्रियः सः महा-कपिः जगाम महतीम्","निरीक्षमाणश्च ततस्ताः स्त्रियः स महाकपिः।जगाम महतीं शंकां धर्मसाध्वसशंकितः॥ #परदारावरोधस्य प्रसुप्तस्य निरीक्षणम्।इदं खलु ममात्यर्थं धर्मलोपं करिष्यति॥"
"न हि मे पर-दाराणाम् दृष्टिः विषय-वर्तिनी अयम् च अत्र मया दृष्टः पर-दार-परिग्रहः (अस्ति)","न मया दृष्टः पर-दार-परिग्रहः (अस्ति) हि मे पर-दाराणाम् दृष्टिः विषय-वर्तिनी अयम् च अत्र","न हि मे परदाराणां दृष्टिर्विषयवर्तिनी।#अयं चात्र मया दृष्टः परदारपरिग्रहः॥"
"तस्य मनस्विनः प्रादुरभूत् चिन्ता पुनः अन्या निश्चित-एकान्त-चित्तस्य कार्य-निश्चय-दर्शिनी","तस्य मनस्विनः प्रादुरभूत् चिन्ता पुनः अन्या निश्चित-एकान्त-चित्तस्य कार्य-निश्चय-दर्शिनी","तस्य प्रादुरभूच्चिन्ता पुनरन्या मनस्विनः।#निश्चितैकान्तचित्तस्य कार्यनिश्चयदर्शिनी॥"
"कामम् दृष्टाः मया सर्वाः विश्वस्ताः रावण-स्त्रियः न तु मे मनसा किञ्चित् वैकृत्यम् उपपद्यते","कामम् मनसा किञ्चित् वैकृत्यम् उपपद्यते दृष्टाः मया सर्वाः विश्वस्ताः रावण-स्त्रियः न तु मे","कामं दृष्टा मया सर्वा विश्वस्ता रावणस्त्रियः।#न तु मे मनसा किंचिद् वैकृत्यमुपपद्यते॥"
"मनः हि हेतुः सर्वेषाम् इन्द्रियाणाम् प्रवर्तने शुभ-अशुभासु अवस्थासु तत् च मे सुव्यवस्थितम् (अस्ति) (भवति)","मनः च मे सुव्यवस्थितम् (अस्ति) (भवति) हि हेतुः सर्वेषाम् इन्द्रियाणाम् प्रवर्तने शुभ-अशुभासु अवस्थासु तत्","मनो हि हेतुः सर्वेषामिन्द्रियाणां प्रवर्तने।#शुभाशुभास्ववस्थासु तच्च मे सुव्यवस्थितम्॥"
"न अन्यत्र हि मया शक्या वैदेही परिमार्गितुम् स्त्रियः हि स्त्रीषु दृश्यन्ते सदा सम्परिमार्गणे .","न स्त्रीषु दृश्यन्ते सदा सम्परिमार्गणे . अन्यत्र हि मया शक्या वैदेही परिमार्गितुम् स्त्रियः हि","नान्यत्र हि मया शक्या वैदेही परिमार्गितुम्।#स्त्रियो हि स्त्रीषु दृश्यन्ते सदा सम्परिमार्गणे॥"
"यस्य सत्त्वस्य या योनिः तस्याम् तत् परिमार्गते न शक्यम् प्रमदा नष्टा मृगीषु परिमार्गितुम् तत् इदम् मार्गितम् तावत् शुद्धेन मनसा मया रावण-अन्तःपुरम् सर्वम् दृश्यते न च जानकी .","यस्य प्रमदा नष्टा मृगीषु परिमार्गितुम् तत् इदम् मार्गितम् तावत् शुद्धेन मनसा सत्त्वस्य मया रावण-अन्तःपुरम् सर्वम् दृश्यते न च जानकी . या योनिः तस्याम् तत् परिमार्गते न शक्यम्","यस्य सत्त्वस्य या योनिस्तस्यां तत् परिमार्गते।न शक्यं प्रमदा नष्टा मृगीषु परिमार्गितुम्॥#तदिदं मार्गितं तावच्छुद्धेन मनसा मया।रावणान्तःपुरं सर्वं दृश्यते न च जानकी॥"
"देव-गन्धर्व-कन्याः च नाग-कन्याः च वीर्यवान् अवेक्षमाणः हनुमान् न एव अपश्यत जानकीम् .","देव-गन्धर्व-कन्याः अपश्यत जानकीम् . च नाग-कन्याः च वीर्यवान् अवेक्षमाणः हनुमान् न एव","देवगन्धर्वकन्याश्च नागकन्याश्च वीर्यवान्।#अवेक्षमाणो हनुमान् नैवापश्यत जानकीम्॥"
"ताम् अपश्यन् कपिः तत्र पश्यन् च अन्याः वर-स्त्रियः अपक्रम्य तदा वीरः प्रस्थातुम् उपचक्रमे .","ताम् तदा वीरः प्रस्थातुम् उपचक्रमे . अपश्यन् कपिः तत्र पश्यन् च अन्याः वर-स्त्रियः अपक्रम्य","तामपश्यन् कपिस्तत्र पश्यंश्चान्या वरस्त्रियः।#अपक्रम्य तदा वीरः प्रस्थातुमुपचक्रमे॥"
"सः भूयः सर्वतः श्रीमान् मारुतिः यत्नम् आश्रितः आपान-भूमिम् उत्सृज्य ताम् विचेतुम् प्रचक्रमे .","सः ताम् विचेतुम् प्रचक्रमे . भूयः सर्वतः श्रीमान् मारुतिः यत्नम् आश्रितः आपान-भूमिम् उत्सृज्य","स भूयः सर्वतः श्रीमान् मारुतिर्यत्नमाश्रितः।#आपानभूमिमुत्सृज्य तां विचेतुं प्रचक्रमे॥"
"सः वीक्षमाणः तत्र-स्थः मार्गमाणः च मैथिलीम् अवेक्षमाणः च महीम् सर्वाम् ताम् अन्ववैक्षत","सः सर्वाम् ताम् अन्ववैक्षत वीक्षमाणः तत्र-स्थः मार्गमाणः च मैथिलीम् अवेक्षमाणः च महीम्","स वीक्षमाणस्तत्रस्थो मार्गमाणश्च मैथिलीम्। अवेक्षमाणश्च महीं सर्वां तामन्ववैक्षत॥"
"सन्तानक-लताभिः च पादपैः उपशोभिताम् दिव्य-गन्ध-रस-उपेताम् सर्वतः समलङ्कृताम् (महीम्) (अन्ववैक्षत) .","सन्तानक-लताभिः . च पादपैः उपशोभिताम् दिव्य-गन्ध-रस-उपेताम् सर्वतः समलङ्कृताम् (महीम्) (अन्ववैक्षत)","संतानकलताभिश्च पादपैरुपशोभिताम्। दिव्यगन्धरसोपेतां सर्वतः समलंकृताम्॥"
"ताम् सः नन्दन-सङ्काशाम् मृग-पक्षिभिः आवृताम् हर्म्य-प्रासाद-सम्बाधाम् कोकिल-आकुल-निःस्वनाम् (महीम्) (अन्ववैक्षत) .","ताम् . सः नन्दन-सङ्काशाम् मृग-पक्षिभिः आवृताम् हर्म्य-प्रासाद-सम्बाधाम् कोकिल-आकुल-निःस्वनाम् (महीम्) (अन्ववैक्षत)","तां स नन्दनसंकाशां मृगपक्षिभिरावृताम्। हर्म्यप्रासादसम्बाधां कोकिलाकुलनिःस्वनाम्॥"
"काञ्चन-उत्पल-पद्माभिः वापीभिः उपशोभिताम् बहु-आसन-कुथ-उपेताम् बहु-भूमि-गृह-आयुताम् (अन्ववैक्षत) (महीम्)","काञ्चन-उत्पल-पद्माभिः वापीभिः उपशोभिताम् बहु-आसन-कुथ-उपेताम् बहु-भूमि-गृह-आयुताम् (अन्ववैक्षत) (महीम्)","काञ्चनोत्पलपद्माभिर्वापीभिरुपशोभिताम्। बह्वासनकुथोपेतां बहुभूमिगृहायुताम्॥"
