"padacchedah","anvaya","spart"
"श्रेयः च प्रेयः च मनुष्यम् एतः तौ सम्परीत्य विविनक्ति धीरः श्रेयः हि धीरः प्रेयसः अभिवृणीते प्रेयः मन्दः योग_क्षेमात् वृणीते","श्रेयः धीरः श्रेयः हि धीरः प्रेयसः अभिवृणीते प्रेयः मन्दः योग_क्षेमात् वृणीते च प्रेयः च मनुष्यम् एतः तौ सम्परीत्य विविनक्ति","श्रेयश्च प्रेयश्च मनुष्यमेतस्तौ सम्परीत्य विविनक्ति धीरः।#श्रेयो हि धीरोऽभि प्रेयसो वृणीते प्रेयो मन्दो योगक्षेमाद्वृणीते॥2॥"
"सः त्वम् प्रियान् प्रिय-रूपान् च कामान् अभिध्यायन् नचिकेतः अत्यस्राक्षीः न एताम् सृङ्काम् वित्तमयीम् अवाप्तः यस्याम् मज्जन्ति बहवः मनुष्याः","सः न एताम् सृङ्काम् वित्तमयीम् अवाप्तः यस्याम् मज्जन्ति बहवः मनुष्याः त्वम् प्रियान् प्रिय-रूपान् च कामान् अभिध्यायन् नचिकेतः अत्यस्राक्षीः","स त्वं प्रियान्प्रियरूपांश्च कामानभिध्यायन्नचिकेतोऽत्यस्राक्षीः।#नैतां सृङ्कां वित्तमयीमवाप्तो यस्यां मज्जन्ति बहवो मनुष्याः॥3॥"
"दूरम् एते विपरीते विषूची अविद्या या च विद्या इति ज्ञाता विद्या-अभीप्सिनम् नचिकेतसम् मन्ये न त्वा कामाः बहवः अलोलुपन्त","दूरम् ज्ञाता विद्या-अभीप्सिनम् नचिकेतसम् मन्ये न त्वा कामाः बहवः अलोलुपन्त एते विपरीते विषूची अविद्या या च विद्या इति","दूरमेते विपरीते विषूची अविद्या या च विद्येति ज्ञाता। #विद्याभीप्सिनं नचिकेतसं मन्ये न त्वा कामा बहवोऽलोलुपन्त॥4॥"
"अविद्यायाम् अन्तरे वर्तमानाः स्वयम् धीराः पण्डितं-मन्यमानाः दन्द्रम्यमाणाः परियन्ति मूढाः अन्धेन एव नीयमानाः यथा अन्धाः (परियन्ति)","अविद्यायाम् अन्धेन एव नीयमानाः यथा अन्धाः (परियन्ति) अन्तरे वर्तमानाः स्वयम् धीराः पण्डितं-मन्यमानाः दन्द्रम्यमाणाः परियन्ति मूढाः","अविद्यायामन्तरे वर्तमानाः स्वयं धीराः पण्डितंमन्यमानाः।#दन्द्रम्यमाणाः परियन्ति मूढा अन्धेनैव नीयमाना यथान्धाः॥5॥ "
"न साम्परायः प्रतिभाति बालम् प्रमाद्यन्तम् वित्त-मोहेन मूढम् अयम् लोकः न अस्ति परः इति मानी पुनः पुनः वशम् आपद्यते मे","न न अस्ति परः इति मानी पुनः पुनः वशम् आपद्यते मे साम्परायः प्रतिभाति बालम् प्रमाद्यन्तम् वित्त-मोहेन मूढम् अयम् लोकः","न साम्परायः प्रतिभाति बालं प्रमाद्यन्तं वित्तमोहेन मूढम् । #अयं लोको नास्ति पर इति मानी पुनः पुनर्वशमापद्यते मे ॥ ६ ॥"
"श्रवणाय अपि बहुभिः यः न लभ्यः शृण्वन्तः अपि बहवः यम् न विद्युः आश्चर्यः वक्ता कुशलः अस्य लब्धाः आश्चर्यः ज्ञाता कुशलानुशिष्टः (अस्ति)","श्रवणाय यम् न विद्युः आश्चर्यः वक्ता कुशलः अस्य लब्धाः आश्चर्यः ज्ञाता अपि कुशलानुशिष्टः (अस्ति) बहुभिः यः न लभ्यः शृण्वन्तः अपि बहवः","श्रवणायापि बहुभिः यः न लभ्यः शृण्वन्तः अपि बहवः यं न विद्युः। #आश्चर्यः वक्ता कुशलः अस्य लब्धा आश्चर्यः ज्ञाता कुशलानुशिष्टः ॥ ७ ॥"
"न नरेण अवरेण प्रोक्तः एषः सुविज्ञेयः बहुधा चिन्त्यमानः अनन्य-प्रोक्ते गतिः अत्र न अस्ति अणीयान् हि अ-तर्क्यम् अणु-प्रमाणात् (आत्मा) (अस्ति)","न गतिः अत्र न अस्ति अणीयान् हि अ-तर्क्यम् अणु-प्रमाणात् (आत्मा) (अस्ति) नरेण अवरेण प्रोक्तः एषः सुविज्ञेयः बहुधा चिन्त्यमानः अनन्य-प्रोक्ते","न नरेणा वरेण प्रोक्त एष सुविज्ञेयो बहुधा चिन्त्यमानः। #अनन्यप्रोक्ते गतिरत्र नास्ति अणीयान्ह्यतर्क्यमणुप्रमाणात् ॥ ८ ॥"
"न एषा तर्केण मतिः आपनेया प्रोक्ता अन्येन एव सुज्ञानाय प्रेष्ठ याम् त्वम् आपः सत्यधृतिः बत असि त्वादृक् नः भूयात् नचिकेतः प्रष्टा","न प्रेष्ठ याम् त्वम् आपः सत्यधृतिः बत असि त्वादृक् नः भूयात् एषा नचिकेतः प्रष्टा तर्केण मतिः आपनेया प्रोक्ता अन्येन एव सुज्ञानाय","नैषा तर्केण मतिरापनेया प्रोक्तान्येनैव सुज्ञानाय प्रेष्ठ। #यां त्वमापः सत्यधृतिर्बतासि त्वादृङ् नो भूयान्नचिकेतः प्रष्टा ॥ ९ ॥"
"जानामि अहम् शेवधिः इति अ-नित्यम् न हि अ-ध्रुवैः प्राप्यते हि ध्रुवम् तत् ततः मया नाचिकेतः चितः अग्निः अ-नित्यैः द्रव्यैः प्राप्तवान् अस्मि नित्यम्","जानामि हि ध्रुवम् तत् ततः मया नाचिकेतः चितः अग्निः अ-नित्यैः द्रव्यैः अहम् प्राप्तवान् अस्मि नित्यम् शेवधिः इति अ-नित्यम् न हि अ-ध्रुवैः प्राप्यते","जानाम्यहं शेवधिरित्यनित्यं न ह्यध्रुवैः प्राप्यते हि ध्रुवं तत्। #ततो मया नचिकेतश्चितोऽग्निरनित्यैर्द्रव्यैः प्राप्तवानस्मि नित्यम् ॥ १० ॥"
"कामस्य आप्तिम् जगतः प्रतिष्ठाम् क्रतोः आनन्त्यम् अभयस्य पारम् स्तोम-महत्-उरुगायम् प्रतिष्ठाम् दृष्ट्वा धृत्या धीरः नचिकेतः अत्यस्राक्षीः","कामस्य प्रतिष्ठाम् दृष्ट्वा धृत्या धीरः नचिकेतः अत्यस्राक्षीः आप्तिम् जगतः प्रतिष्ठाम् क्रतोः आनन्त्यम् अभयस्य पारम् स्तोम-महत्-उरुगायम्","कामस्याप्तिं जगतः प्रतिष्ठां क्रतोरनन्त्यमभयस्य पारम्। #स्तोममहदुरुगायं प्रतिष्ठां दृष्ट्वा धृत्या धीरो नचिकेतोऽत्यस्राक्षीः ॥ ११ ॥ "
"तम् दुर्दर्शम् गूढम् अनु-प्रविष्टम् गुहा-हितम् गह्वरइष्ठम् पुराणम् अध्यात्म-योग-अधिगमेन देवम् मत्वा धीरः हर्ष_शोकौ जहाति","तम् मत्वा धीरः हर्ष_शोकौ जहाति दुर्दर्शम् गूढम् अनु-प्रविष्टम् गुहा-हितम् गह्वरइष्ठम् पुराणम् अध्यात्म-योग-अधिगमेन देवम्","तं दुर्दर्शं गूढमनुप्रविष्टं गुहाहितं गह्वरेष्ठं पुराणम्। #अध्यात्मयोगाधिगमेन देवं मत्वा धीरो हर्षशोकौ जहाति ॥ १२ ॥"
"एतत् श्रुत्वा संपरिगृह्य मर्त्यः प्रवृह्य धर्म्यम् अणुम् एतम् आप्य सः मोदते मोदनीयम् हि लब्ध्वा विवृतम् सद्म नचिकेतसम् मन्ये","एतत् सः मोदते मोदनीयम् हि लब्ध्वा विवृतम् सद्म नचिकेतसम् मन्ये श्रुत्वा संपरिगृह्य मर्त्यः प्रवृह्य धर्म्यम् अणुम् एतम् आप्य","एतच्छ्रुत्वा सम्परिगृह्य मर्त्यः प्रवृह्य धर्म्यमणुमेतमाप्य। #स मोदते मोदनीयं हि लब्ध्वा विवृतं सद्म नचिकेतसं मन्ये ॥ १३ ॥"
"अन्यत्र धर्मात् अन्यत्र अधर्मात् अन्यत्र अस्मात् कृत-अकृतात् अन्यत्र भूतात् च भव्यात् च यत् तत् पश्यसि तत् वद","अन्यत्र च भव्यात् च यत् तत् पश्यसि तत् वद धर्मात् अन्यत्र अधर्मात् अन्यत्र अस्मात् कृत-अकृतात् अन्यत्र भूतात्","अन्यत्र धर्मादन्यत्राधर्मादन्यत्रास्मात्कृताकृतात्। #अन्यत्र भूताच्च भव्याच्च यत्तत्पश्यसि तद्वद ॥ १४ ॥"
"सर्वे वेदाः यत् पदम् आमनन्ति तपांसि सर्वाणि च यत् वदन्ति यत् इच्छन्तः ब्रह्म-चर्यम् चरन्ति तत् ते पदम् सङ्ग्रहेण ब्रवीमि ओम् इति एतत्","सर्वे वदन्ति यत् इच्छन्तः ब्रह्म-चर्यम् चरन्ति तत् ते पदम् सङ्ग्रहेण ब्रवीमि वेदाः ओम् इति एतत् यत् पदम् आमनन्ति तपांसि सर्वाणि च यत्","सर्वे वेदा यत्पदमामनन्ति तपांसि सर्वाणि च यद्वदन्ति। #यदिच्छन्तो ब्रह्मचर्यं चरन्ति तत्ते पदं सङ्ग्रहेण ब्रवीम्योमित्येतत् ॥ १५ ॥"
"एतत् हि एव अक्षरम् ब्रह्म (अस्ति) एतत् हि एव अक्षरम् परम् (अस्ति) एतत् हि एव अक्षरम् ज्ञात्वा यः यत् इच्छति तस्य तत् .","एतत् अक्षरम् परम् (अस्ति) एतत् हि एव अक्षरम् ज्ञात्वा यः यत् हि इच्छति तस्य तत् . एव अक्षरम् ब्रह्म (अस्ति) एतत् हि एव","एतद्ध्येवाक्षरं ब्रह्म एतद्ध्येवाक्षरं परम्। #एतद्ध्येवाक्षरं ज्ञात्वा यो यदिच्छति तस्य तत् ॥16॥"
"एतत् आलम्बनम् श्रेष्ठम् एतत् आलम्बनम् परम् एतत् आलम्बनम् ज्ञात्वा ब्रह्म-लोके महीयते (नरः)","एतत् ब्रह्म-लोके महीयते (नरः) आलम्बनम् श्रेष्ठम् एतत् आलम्बनम् परम् एतत् आलम्बनम् ज्ञात्वा","एतदालम्बनं श्रेष्ठमेतदालम्बनं परम्। एतदालम्बनं ज्ञात्वा ब्रह्मलोके महीयते ॥ १७ ॥"
"न जायते म्रियते वा विपश्चित् न अयम् कुतश्चित् न बभूव कश्चित् अजः नित्यः शाश्वतः अयम् पुराणः न हन्यते हन्यमाने शरीरे","न बभूव कश्चित् अजः नित्यः शाश्वतः अयम् पुराणः न हन्यते हन्यमाने जायते शरीरे म्रियते वा विपश्चित् न अयम् कुतश्चित् न","न जायते म्रियते वा विपश्चिन्नायं कुतश्चिन्न बभूव कश्चित्। #अजो नित्यः शाश्वतोऽयं पुराणो न हन्यते हन्यमाने शरीरे ॥18॥"
"हन्ता चेत् मन्यते हन्तुम् हतः चेत् मन्यते हतम् उभौ तौ न विजानीतः न अयम् हन्ति न हन्यते","हन्ता तौ न विजानीतः न अयम् हन्ति न हन्यते चेत् मन्यते हन्तुम् हतः चेत् मन्यते हतम् उभौ","हन्ता चेन्मन्यते हन्तुं हतश्चेन्मन्यते हतम् । #उभौ तौ न विजानीतो नायं हन्ति न हन्यते ॥19॥"
"अणोः अणीयान् महतः महीयान् आत्मा अस्य जन्तोः निहितः गुहायाम् तम् अ-क्रतुः पश्यति वीत-शोकः धातुः प्रसादात् महिमानम् आत्मनः (अस्ति)","अणोः तम् अ-क्रतुः पश्यति वीत-शोकः धातुः प्रसादात् महिमानम् आत्मनः (अस्ति) अणीयान् महतः महीयान् आत्मा अस्य जन्तोः निहितः गुहायाम्","अणोरणीयान्महतो महीयानात्मास्य जन्तोर्निहितो गुहायाम् । #तमक्रतुः पश्यति वीतशोको धातुप्रसादान्महिमानमात्मनः ॥20॥"
"आसीनः दूरम् व्रजति शयानः याति सर्वतः कः तम् मद-अमदम् देवम् मदन्यः ज्ञातुम् अर्हति","आसीनः देवम् मदन्यः ज्ञातुम् अर्हति दूरम् व्रजति शयानः याति सर्वतः कः तम् मद-अमदम्","आसीनो दूरं व्रजति शयानो याति सर्वतः। #कस्तं मदामदं देवं मदन्यो ज्ञातुमर्हति ॥21॥"
"अशरीरम् शरीरेषु अनवस्थेषु अवस्थितम् महान्तम् विभुम् आत्मानम् मत्वा धीरः न शोचति","अशरीरम् न शोचति शरीरेषु अनवस्थेषु अवस्थितम् महान्तम् विभुम् आत्मानम् मत्वा धीरः","अशरीरं शरीरेषु अनवस्थेष्ववस्थितम् । #महान्तं विभुमात्मानं मत्वा धीरो न शोचति ॥22॥"
"न अयम् आत्मा प्रवचनेन लभ्यः न मेधया न बहुना श्रुतेन यम् एव एषः वृणुते तेन लभ्यः तस्य एषः आत्मा विवृणुते तनूम् स्वाम्","न श्रुतेन यम् एव एषः वृणुते तेन लभ्यः तस्य एषः आत्मा अयम् विवृणुते तनूम् स्वाम् आत्मा प्रवचनेन लभ्यः न मेधया न बहुना","नायमात्मा प्रवचनेन लभ्यो न मेधया न बहुना श्रुतेन । #यमेवैष वृणुते तेन लभ्यस्तस्यैष आत्मा विवृणुते तनूंस्वाम् ॥23॥"
"न अविरतः दुश्चरितात् न अ-शान्तः न अ-समाहितः न अ-शान्त-मानसः वापि प्रज्ञानेन एनम् आप्नुयात् .","न वापि प्रज्ञानेन एनम् आप्नुयात् . अविरतः दुश्चरितात् न अ-शान्तः न अ-समाहितः न अ-शान्त-मानसः","नाविरतो दुश्चरितान्नाशान्तो नासमाहितः। नाशान्तमानसो वापि प्रज्ञानेनैनमाप्नुयात् ॥ २४ ॥"
"यस्य ब्रह्म च क्षत्रम् च उभे भवतः ओदनः मृत्युः यस्य उपसेचनम् कः इत्था वेद यत्र सः .","यस्य यस्य उपसेचनम् कः इत्था वेद यत्र सः . ब्रह्म च क्षत्रम् च उभे भवतः ओदनः मृत्युः","यस्य ब्रह्म च क्षत्रं च उभे भवत ओदनः । मृत्युर्यस्योपसेचनं क इत्था वेद यत्र सः ॥ २५ ॥"
"ऋतम् पिबन्तौ सुकृतस्य लोके गुहाम् प्रविष्टौ परमे परार्धे छाया-आतपौ ब्रह्मविदः वदन्ति पञ्चाग्नयः ये च त्रिणाचिकेताः","ब्रह्मविदः पञ्चाग्नयः च ये त्रिणाचिकेताः लोके परमे परार्धे गुहाम् प्रविष्टौ सुकृतस्य ऋतम् पिबन्तौ छाया-आतपौ वदन्ति","   	 ऋतं पिबन्तौ सुकृतस्य लोके गुहां प्रविष्टौ परमे परार्धे । छायातपौ ब्रह्मविदो वदन्ति पञ्चाग्नयो ये च त्रिणाचिकेताः ॥ १ ॥"
"(वयम्) यः सेतुः ईजानानाम् अक्षरम् ब्रह्म यत् परम् अभयम् तितीर्षताम् पारम् नाचिकेतम् शकेमहि","(वयम्) ईजानानाम् यः सेतुः नाचिकेतम् अभयम् पारम् तितीर्षताम् यत् अक्षरम् परम् ब्रह्म शकेमहि","यः सेतुरीजानानामक्षरं ब्रह्म यत्परम् । अभयं तितीर्षतां पारं नाचिकेतं शकेमहि ॥ २ ॥"
"(त्वम्) आत्मानम् रथिनम् विद्धि शरीरम् रथम् एव तु बुद्धिम् तु सारथिम् विद्धि मनः प्रग्रहम् एव च","(त्वम्) तु सारथिम् विद्धि मनः प्रग्रहम् एव च आत्मानम् रथिनम् विद्धि शरीरम् रथम् एव तु बुद्धिम्","आत्मानं रथिनं विद्धि शरीरं रथमेव तु । बुद्धिं तु सारथिं विद्धि मनः प्रग्रहमेव च ॥ ३ ॥"
"इन्द्रियाणि हयान् आहुः विषयान् तेषु गोचरान् आत्म-इन्द्रिय-मनः युक्तम् भोक्ता इति आहुः मनीषिणः","मनः मनीषिणः इन्द्रियाणि हयान् आहुः विषयान् तेषु गोचरान् आत्म-इन्द्रिय-युक्तम् भोक्ता इति आहुः","इन्द्रियाणि हयानाहुर्विषयांस्तेषु गोचरान् । आत्मेन्द्रियमनोयुक्तं भोक्तेत्याहुर्मनीषिणः ॥ ४ ॥"
"यः तु अविज्ञानवान् भवति अयुक्तेन मनसा सदा तस्य इन्द्रियाणि अवश्यानि (भवन्ति) दुष्ट-अश्वाः इव सारथेः","अवश्यानि तु यः सदा अयुक्तेन मनसा अविज्ञानवान् भवति तस्य इन्द्रियाणि सारथेः दुष्ट-अश्वाः इव (भवन्ति)","यस्त्वविज्ञानवान्भवत्ययुक्तेन मनसा सदा । तस्येन्द्रियाण्यवश्यानि दुष्टाश्वा इव सारथेः ॥ ५ ॥"
"यः तु विज्ञानवान् भवति युक्तेन मनसा सदा तस्य इन्द्रियाणि वश्यानि (भवन्ति) सदश्वा इव सारथेः","तु यः सदा युक्तेन मनसा विज्ञानवान् भवति तस्य इन्द्रियाणि सारथेः सदश्वा इव वश्यानि (भवन्ति)","यस्तु विज्ञानवान्भवति युक्तेन मनसा सदा । तस्येन्द्रियाणि वश्यानि सदश्वा इव सारथेः ॥ ६ ॥"
"यः तु अविज्ञानवान् भवति अमनस्कः सदा अशुचिः न स तत् पदम् आप्नोति संसारम् च अधिगच्छति","तु यः अविज्ञानवान् अमनस्कः सदा अशुचिः भवति स तत् पदम् न आप्नोति च संसारम् अधिगच्छति","यस्त्वविज्ञानवान्भवत्यमनस्कः सदाशुचिः । न स तत्पदमाप्नोति संसारं चाधिगच्छति ॥ ७ ॥"
"यः तु विज्ञानवान् भवति समनस्कः सदा शुचिः स तु तत् पदम् आप्नोति यस्मात् भूयः न जायते","तु यः विज्ञानवान् समनस्कः सदा शुचिः भवति स तु यस्मात् भूयः न जायते तत् पदम् आप्नोति","यस्तु विज्ञानवान्भवति समनस्कः सदा शुचिः । स तु तत्पदमाप्नोति यस्माद्भूयो न जायते ॥ ८ ॥"
"विज्ञानसारथिः यः तु मनः प्रग्रहवान् नरः सः अध्वनः पारम् आप्नोति तत् विष्णोः परमम् पदम्","तु यः नरः विज्ञानसारथिः मनः प्रग्रहवान् सः अध्वनः पारम् विष्णोः तत् परमम् पदम् आप्नोति","विज्ञानसारथिर्यस्तु मनःप्रग्रहवान्नरः । सोऽध्वनः पारमाप्नोति तद्विष्णोः परमं पदम् ॥ ९ ॥"
"इन्द्रियेभ्यः परा हि अर्थाः (सन्ति) अर्थेभ्यः च परम् मनः (अस्ति) मनसः तु परा बुद्धिः (अस्ति) बुद्धेः आत्मा महान् परः (अस्ति)","इन्द्रियेभ्यः हि अर्थाः परा (सन्ति) अर्थेभ्यः च मनः परम् (अस्ति) मनसः तु बुद्धिः परा (अस्ति) बुद्धेः महान् आत्मा परः (अस्ति)","इन्द्रियेभ्यः परा ह्यर्था अर्थेभ्यश्च परं मनः । मनसस्तु परा बुद्धिर्बुद्धेरात्मा महान्परः ॥ १० ॥ "
"महतः परम् अव्यक्तम् अव्यक्तात् पुरुषः परः पुरुषात् न परम् किञ्चित् सा काष्ठा सा परा गतिः (अस्ति)","महतः अव्यक्तम् परम् अव्यक्तात् पुरुषः परः पुरुषात् किञ्चित् परम् न सा काष्ठा सा परा गतिः (अस्ति)","महतः परमव्यक्तमव्यक्तात्पुरुषः परः । पुरुषान्न परं किञ्चित्सा काष्ठा सा परा गतिः ॥ ११ ॥"
"एष सर्वेषु भूतेषु गूढोऽत्मा न प्रकाशते दृश्यते तु अग्न्यया बुद्ध्या सूक्ष्मया सूक्ष्म-दर्शिभिः","एष गूढोऽत्मा सर्वेषु भूतेषु न प्रकाशते तु सूक्ष्म-दर्शिभिः सूक्ष्मया अग्न्यया बुद्ध्या दृश्यते","एष सर्वेषु भूतेषु गूढोऽत्मा न प्रकाशते । दृश्यते त्वग्न्यया बुद्ध्या सूक्ष्मया सूक्ष्मदर्शिभिः ॥ १२ ॥"
"यच्छेत् वाक् मनसि प्राज्ञः तत् यच्छेत् ज्ञाने आत्मनि ज्ञानम् आत्मनि महति नियच्छेत् तत् यच्छेत् शान्ते आत्मनि","प्राज्ञः वाक् मनसि यच्छेत् तत् ज्ञाने आत्मनि यच्छेत् ज्ञानम् महति आत्मनि नियच्छेत् तत् शान्ते आत्मनि यच्छेत्","यच्छेद्वाङ्मनसी प्राज्ञस्तद्यच्छेज्ज्ञान आत्मनि । ज्ञानमात्मनि महति नियच्छेत्तद्यच्छेच्छान्त आत्मनि ॥ १३ ॥"
"(यूयम्) उत्तिष्ठत जाग्रत प्राप्य वरान् निबोधत क्षुरस्य धारा निशिताः दुरत्ययाः दुर्गम् पथः तत् कवयः वदन्ति","(यूयम्) दुरत्ययाः दुर्गम् पथः तत् कवयः वदन्ति उत्तिष्ठत जाग्रत प्राप्य वरान् निबोधत क्षुरस्य धारा निशिताः","उत्तिष्ठत जाग्रत प्राप्य वरान्निबोधत । क्षुरस्य धारा निशिता दुरत्यया दुर्गं पथस्तत्कवयो वदन्ति ॥ १४ ॥"
"(सः) अशब्दम् अस्पर्शम् अरूपम् अव्ययम् तथा अरसम् नित्यम् आगन्धवत् च यत् अनादि अनन्तम् महतः परम् ध्रुवम् निचाय्य तत् मृत्युमुखात् प्रमुच्यते","(सः) च यत् अनादि अनन्तम् महतः परम् ध्रुवम् निचाय्य तत् मृत्युमुखात् अशब्दम् प्रमुच्यते अस्पर्शम् अरूपम् अव्ययम् तथा अरसम् नित्यम् आगन्धवत्","अशब्दमस्पर्शमरूपमव्ययं तथारसं नित्यमगन्धवच्च यत् ।#अनाद्यनन्तं महतः परं ध्रुवं निचाय्य तं मृत्युमुखात्प्रमुच्यते ॥ १५ ॥"
"नाचिकेतम् उपाख्यानम् मृत्युप्रोक्तम् सनातनम् उक्त्वा श्रुत्वा च मेधावी ब्रह्मलोके महीयते","नाचिकेतम् महीयते उपाख्यानम् मृत्युप्रोक्तम् सनातनम् उक्त्वा श्रुत्वा च मेधावी ब्रह्मलोके","नाचिकेतमुपाख्यानं मृत्युप्रोक्तं सनातनम् । उक्त्वा श्रुत्वा च मेधावी ब्रह्मलोके महीयते ॥ १६ ॥"
"यः इमम् परमम् गुह्यम् श्रावयेत् ब्रह्म-संसदि प्रयतः श्राद्धकाले वा तत् आनन्त्याय कल्पते","यः तत् आनन्त्याय कल्पते इमम् परमम् गुह्यम् श्रावयेत् ब्रह्म-संसदि प्रयतः श्राद्धकाले वा","य इमं परमं गुह्यं श्रावयेद्ब्रह्मसंसदि । प्रयतः श्राद्धकाले वा तदानन्त्याय कल्पते ॥ तदानन्त्याय कल्पत इति ॥ १७ ॥ "
"पराञ्चि खानि व्यतृणत् स्वयम्-भूः तस्मात् पराङ् पश्यति न अन्तर-आत्मन् कश्चित् धीरः प्रत्यग् आत्मानम् ऐक्षत् आवृत्त-चक्षुः अमृतत्वम् इच्छन् .","पराञ्चि कश्चित् धीरः प्रत्यग् आत्मानम् ऐक्षत् आवृत्त-चक्षुः अमृतत्वम् इच्छन् . खानि व्यतृणत् स्वयम्-भूः तस्मात् पराङ् पश्यति न अन्तर-आत्मन्","पराञ्चि खानि व्यतृणत्स्वयम्भूस्तस्मात्पराङ् पश्यति नान्तरात्मन् । कश्चिद्धीरः प्रत्यगात्मानमैक्षदावृत्तचक्षुरमृतत्वमिच्छन् ॥ १ ॥"
"इन्द्रियाणि हयान् आहुः विषयान् तेषु गोचरान् आत्म-इन्द्रिय-मनः युक्तम् भोक्ता इति आहुः मनीषिणः .","इन्द्रियाणि इति आहुः मनीषिणः . हयान् आहुः विषयान् तेषु गोचरान् आत्म-इन्द्रिय-मनः युक्तम् भोक्ता","   	 इन्द्रियाणि हयानाहुर्विषयांस्तेषु गोचरान् । आत्मेन्द्रियमनोयुक्तं भोक्तेत्याहुर्मनीषिणः ॥ ४ ॥"
"आप्यायन्तु मम अङ्गानि वाक् प्राणः चक्षुः श्रोत्रम् अथ उ बलम् इन्द्रियाणि च सर्वाणि सर्वम् ब्रह्म-उपनिषदम् (अस्ति) मा अहं ब्रह्म निराकुर्याम् मा मा ब्रह्म निराकरोत् अनिराकरणम् अस्तु अनिराकरणम् मे अस्तु तत् आत्मनि निरते ये उपनिषत्सु धर्माः ते मयि सन्तु ते मयि सन्तु","मम अङ्गानि वाक् प्राणः चक्षुः श्रोत्रम् अथ उ बलम् सर्वाणि इन्द्रियाणि च आप्यायन्तु सर्वम् उपनिषदम् ब्रह्म-(अस्ति) अहं ब्रह्म मा निराकुर्याम् ब्रह्म मा मा निराकरोत् अनिराकरणम् अस्तु मे अनिराकरणम् अस्तु उपनिषत्सु ये धर्माः ते तत् आत्मनि निरते मयि सन्तु ते मयि सन्तु","आप्यायन्तु ममाङ्गानि वाक्प्राणश्चक्षुः श्रोत्रमथो बलमिन्द्रियाणि च सर्वाणि।#सर्वं ब्रह्मौपनिषदं माहं ब्रह्म निराकुर्यां मा मा ब्रह्म निराकरोदनिराकरणमस्त्वनिराकरणं मेऽस्तु तदात्मनि निरते य उपनिषत्सु धर्मास्ते मयि सन्तु ते मयि सन्तु॥#ओं शान्तिः। शान्तिः। शान्तिः।"
"केन ईषितम् पतति प्रेषितम् मनः केन प्राणः प्रथमः प्रैति युक्तः केन ईषिताम् वाचम् इमाम् वदन्ति चक्षुः श्रोत्रम् कः उ देवः युनक्ति","केन ईषितम् प्रेषितम् मनः पतति केन प्राणः प्रथमः प्रैति युक्तः केन ईषिताम् इमाम् वाचम् वदन्ति चक्षुः श्रोत्रम् कः उ देवः युनक्ति","केनेषितं पतति प्रेषितं मनः केन प्राणः प्रथमः प्रैति युक्तः।#केनेषितां वाचमिमां वदन्ति चक्षुः श्रोत्रं क उ देवो युनक्ति॥1॥ "
"श्रोत्रस्य श्रोत्रम् मनसः मनः यत् वाचः ह वाचम्(वाक्) सः उ प्राणस्य प्राणः चक्षुषः चक्षुः (अस्ति) अतिमुच्य धीराः प्रेत्य अस्मात् लोकात् अमृताः भवन्ति","श्रोत्रस्य श्रोत्रम् मनसः मनः यत् वाचः ह वाचम्(वाक्) सः उ प्राणस्य प्राणः चक्षुषः चक्षुः (अस्ति) धीराः अतिमुच्य प्रेत्य अस्मात् लोकात् अमृताः भवन्ति","श्रोत्रस्य श्रोत्रं मनसो मनो यद्वाचो ह वाचं स उ प्राणस्य प्राणः।#चक्षुषश्चक्षुरतिमुच्य धीराः प्रेत्यास्माल्लोकादमृता भवन्ति॥2॥  "
"न तत्र चक्षुः गच्छति न वाक् गच्छति नो मनः न विद्मः न विजानीमः यथा एतत् अनुशिष्यात् अन्यत् एव तत् विदितात् अथ उ अविदितात् अधि इति शुश्रुम पूर्वेषाम् ये नः तत् व्याचचक्षिरे","तत्र चक्षुः न गच्छति न वाक् गच्छति नो मनः न विद्मः यथा एतत् अनुशिष्यात् न विजानीमः अन्यत् एव तत् विदितात् अथ उ अविदितात् अधि इति शुश्रुम पूर्वेषाम् ये नः तत् व्याचचक्षिरे","न तत्र चक्षुर्गच्छति न वाग्गच्छति नो मनो #न विद्मो न विजानीमो यथैतदनुशिष्यात् #अन्यदेव तद्विदितादथो अविदितादधि।#इति शुश्रुम पूर्वेषां ये नस्तद्व्याचचक्षिरे॥3॥ "
"यत् वाचा अनभ्युदितम् येन वाक् अभ्युद्यते तत् एव ब्रह्म त्वम् विद्धि न इदम् यत् इदम् उपासते","यत् वाचा अनभ्युदितम् येन वाक् अभ्युद्यते तत् एव ब्रह्म त्वम् विद्धि न इदम् यत् इदम् उपासते","यद्वाचानभ्युदितं येन वागभ्युद्यते।#तदेव ब्रह्म त्वं विद्धि नेदं यदिदमुपासते॥4॥ "
"यत् मनसा न मनुते येन आहुः मनः मतम् तत् एव ब्रह्म त्वम् विद्धि न इदम् यत् इदम् उपासते","यत् मनसा न मनुते येन आहुः मनः मतम् तत् एव ब्रह्म त्वम् विद्धि न इदम् यत् इदम् उपासते","यन्मनसा न मनुते येनाहुर्मनो मतम्।#तदेव ब्रह्म त्वं विद्धि नेदं यदिदमुपासते॥5॥ "
