"padacchedah","anvaya","spart"
"आद्यम् घन-स्थानम् स्यात् .; अथ द्वे अ-घने स्याताम् .; पुनः तथा अन्त्यात् घनतः घनम् विशोध्य पदम् पृथक्-स्थम् कार्यम् .; अस्य कृत्या त्रि-घ्न्या तत् आद्यम् विभजेत् .","आद्यम् घन-स्थानम् स्यात् .; अथ द्वे अ-घने स्याताम् .; पुनः . तथा अन्त्यात् घनतः घनम् विशोध्य पदम् पृथक्-स्थम् कार्यम्; अस्य कृत्या त्रि-घ्न्या तत् आद्यम् विभजेत् .","आद्यं घनस्थानमथाघने द्वे पुनस्तथाऽन्त्याद्घनतो विशोध्य।# घनं पृथक्स्थं पदमस्य कृत्या त्रिघ्न्या तदाद्यं विभजेत्फलं तु॥२८॥"
"फलम् तु पङ्क्त्याम् न्यसेत् .; त्रि-घ्नीम् अन्त्य-निघ्नीम् तत् कृतिम् प्रथमात् त्यजेत् .; फलस्य तत् घनम् आद्यात् (त्यजेत्) .; अतः च पुनः पङ्क्तिभिः त्यजेत् .; एवम् घन-मूलम् भवेत् .","फलम् तु पङ्क्त्याम् न्यसेत् .; त्रि-घ्नीम् अन्त्य-निघ्नीम् तत् कृतिम् प्रथमात् त्यजेत् .; फलस्य तत् घनम् आद्यात् (त्यजेत्) .; अतः च पुनः पङ्क्तिभिः त्यजेत् .; एवम् घन-मूलम् भवेत् ."," तत्र मेदोनिलश्लेष्मनाशनं सर्वमिष्यते।"
"हर-अंशौ अन्योन्य-हार-अभिहतौ भवतः .; राश्योः सम-छेद-विधानम् एवम् भवति .; यद्वा अत्र हर-अंशौ मिथः अपवर्तिताभ्याम् गुण्यौ","हर-अंशौ अन्योन्य-हार-अभिहतौ भवतः .; राश्योः सम-छेद-विधानम् एवम् भवति .; यद्वा अत्र हर-अंशौ मिथः अपवर्तिताभ्याम् गुण्यौ","अन्योन्यहाराभिहतौ हरांशौ राश्योः समच्छेदविधानमेवम्।# मिथो हराभ्यामपवर्तिताभ्यां यद्वा हारांशौ सुधिया।त्र गुण्यौ॥३०॥"
"मित्र रूप-त्रयम् पञ्च-लवः त्रि-भागः च एतान् योग-अर्थम् तुल्य-हारान् वद .; त्रि-षष्टि-भागः चतुर्दश-अंश च एतौ वियोजन-अर्थम् सम्च्छिदौ वद .","मित्र . रूप-त्रयम् पञ्च-लवः त्रि-भागः च एतान् योग-अर्थम् तुल्य-हारान् वद; त्रि-षष्टि-भागः चतुर्दश-अंश च एतौ वियोजन-अर्थम् सम्च्छिदौ वद .","रूपत्रयं पञ्चलवस्त्रिभागो योगार्थमेतान्वद तुल्यहारान्।# त्रिषष्टिभागश्च चतुर्दशांशः समच्छिदौ मित्र वियोजनार्थम्॥३१॥"
"लवाः लव-घ्नाः च हराः हर-घ्नाः भाग-प्रभागेषु सवर्णनं स्यात् .","लवाः लव-घ्नाः च हराः हर-घ्नाः भाग-प्रभागेषु सवर्णनं स्यात् .","लवा लवघ्नाश्च हरा हरघ्ना भागप्रभागेषु सवर्ननं स्यात्॥३२॥"
"सुमते सम्-प्रार्थितेन येन कदर्येण द्रम्म-अर्ध्द-त्रि-लव-द्वयस्य यत् पाद-त्रयं भवेत् .; तत् पञ्च-अंशक-षोडश-अंश-चरणः अर्थिने दत्तः .; गणिते यदि त्वं वेत्सि प्रभाग-अभिधाम् जातिं मे ब्रूहि (इति) वत्स कति वराटकाः तेन (अर्थिने) अर्पिताः .","सुमते सम्-प्रार्थितेन येन कदर्येण द्रम्म-अर्ध्द-त्रि-लव-द्वयस्य यत् पाद-त्रयं भवेत् .; तत् पञ्च-अंशक-षोडश-अंश-चरणः अर्थिने दत्तः .; गणिते वत्स कति वराटकाः तेन (अर्थिने) अर्पिताः . यदि त्वं वेत्सि प्रभाग-अभिधाम् जातिं मे ब्रूहि (इति)","द्रम्मार्धत्रिलवद्वयस्य सुमते पादत्रयं यद्भवेत् तत्पञ्चांशकषोडशांशचरणः सम्प्रार्थितेनार्थिने।# दत्तो येन वराटकाः कति कदर्येणार्पितास्तेन मे ब्रूहि त्वं यदि वेत्सि वत्स गणिते जातिं प्रभागाभिधाम्॥३३॥"
"एकस्य भागाः अधिक-उनकाः चेत् तदा छेद-घ्न-रूपेषु लवाः धनर्णं कार्याः सन्ति .; खलु यत्र भाग-अनुबन्धे लव-अपवाहे च एकस्य भागः स्व-अंश-अधिक-उनः स्यात् .; तत्र तलस्थहारेण हरं निहन्यात् .; स्व-अंश-अधिक-उनेन तेन तु भागान् निहन्यात् .","एकस्य सन्ति . भागाः अधिक-उनकाः चेत् तदा छेद-घ्न-रूपेषु लवाः धनर्णं कार्याः; खलु . यत्र भाग-अनुबन्धे लव-अपवाहे च एकस्य भागः स्व-अंश-अधिक-उनः स्यात्; तत्र तलस्थहारेण हरं निहन्यात् .; स्व-अंश-अधिक-उनेन तेन तु भागान् निहन्यात् .","छेदघ्नरूपेषु लवा धनर्णमेकस्य भागा अधिकोनकाश्चेत्।# स्वांशाधिकोनः खलु यत्र तत्र भागानुबन्धे च लवापवाहे।# तलस्थहारेण हरं निहन्यात्स्वांशाधिकोनेन तु तेन भागान्॥३४॥"
"हे सखे चेत् अंश-अनुबन्धं तथा भाग-अपवाहं जानासि .; तर्हि स-अङ्घ्रि द्वयम् वि-अङ्घ्रि त्रयम् सवर्णितं कीदृग् भवति इति ब्रूहि .","हे सखे चेत् अंश-अनुबन्धं तथा भाग-अपवाहं जानासि .; तर्हि ब्रूहि . स-अङ्घ्रि द्वयम् वि-अङ्घ्रि त्रयम् सवर्णितं कीदृग् भवति इति","साङ्घ्रि द्वयं त्रयं व्यङ्घ्रि कीदृक् ब्रूहि सवर्णितम्।# जानास्यंशानुबन्धं चेत्तथा भागापवाहनम्॥३५॥"
"सखे यदि अंश-अनुबन्ध-अपवाहौ वेत्सि .; तर्हि इह अङ्घ्रिः स्व-त्रि-अंश-युक्तः स निज-दल-युतः कीदृशः स्यात् .; तथा त्रि-अंशौ द्वौ स्व-अष्ट-अंश-हीनौ तदनु च स्व-त्रिभिः सप्त-भागौः रहितौ कीदृशौ स्याताम् .; तथा अर्धं स्व-अष्ट-अंश-हीनम् अथ नवभिः स्वकीयैः सप्तम-अंशैः युतं कीदृक् स्यात् इति त्वं ब्रूहि .","सखे यदि अंश-अनुबन्ध-अपवाहौ वेत्सि .; तर्हि इह अङ्घ्रिः स्व-त्रि-अंश-युक्तः स निज-दल-युतः कीदृशः स्यात् .; तथा कीदृशौ स्याताम् . त्रि-अंशौ द्वौ स्व-अष्ट-अंश-हीनौ तदनु च स्व-त्रिभिः सप्त-भागौः रहितौ; तथा स्यात् इति त्वं ब्रूहि . अर्धं स्व-अष्ट-अंश-हीनम् अथ नवभिः स्वकीयैः सप्तम-अंशैः युतं कीदृक्","अङ्घ्रिः स्वत्र्यंशयुक्तः स निजदलयुतः कीदृशः कीदृशौ द्वौ त्र्यंशौ स्वाष्टांशहीनौ तदनु च रहितौ तौ त्रिभिः सप्तभागैः।# अर्धं स्वाष्टांशहीनं नवभिरथ युतं सप्तमांशैः स्वकीयैः कीदृक्स्याद्ब्रूहि वेत्सि त्वमिह यदि सखेऽंशानुबन्धापवाहौ॥३६॥"
"तुल्य-हर-अंशकानां योगः कार्यः तथा अन्तरं कार्यम् .; अहार-राशेः रुपं हरः कल्प्यः .","तुल्य-हर-अंशकानां योगः कार्यः तथा अन्तरं कार्यम् .; अहार-राशेः रुपं हरः कल्प्यः .","योगोऽन्तरं तुल्यहराशकानां कल्प्यो हरो रूपहरराशेः॥३७॥"
"हे सखे पञ्च-अंश-पाद-त्रि-लव-अर्ध-षष्ठान् एतान् एकीकृतान् मम ब्रूहि .; अथ एभिः भागैः वर्जितानाम् त्रयाणाम् च शेषम् किम् स्यात् इति आशु कथय .","हे सखे पञ्च-अंश-पाद-त्रि-लव-अर्ध-षष्ठान् एतान् एकीकृतान् मम ब्रूहि .; अथ इति आशु कथय . एभिः भागैः वर्जितानाम् त्रयाणाम् च शेषम् किम् स्यात्","पज्चांशपादत्रिलवार्धषष्ठानेकीकृतान् ब्रूहि सखे ममैतान्।# एभिश्च भागैरथ वर्जितानां किं स्यात्त्रयानां कथयाऽऽशु शेषम्॥"
"अंश-आहतिः छेद-वधेन भक्ता .; लब्धम् विभिन्ने गुणने फलम् स्यात् .","अंश-आहतिः छेद-वधेन भक्ता .; लब्धम् विभिन्ने गुणने फलम् स्यात् .","अंशाहतिश्छेदवधेन भक्ता लब्धं विभिन्ने गुणने फलं स्यात्॥३९॥"
"दक्षः असि चेत् भिन्ने गुणन-विधौ स-त्रि-अंश-रूप-द्वितयेन निघ्नम् स-सप्तम-अंश-द्वितयम् त्रि-भागेन हतम् अर्धम् च किम् भवेत् .","दक्षः हतम् अर्धम् च किम् भवेत् . असि चेत् भिन्ने गुणन-विधौ स-त्रि-अंश-रूप-द्वितयेन निघ्नम् स-सप्तम-अंश-द्वितयम् त्रि-भागेन","सत्र्यंशरूपद्वितयेन निघ्नं ससप्तमाशद्वितयं भवेत्किम्।# अर्धं त्रिभागेन हतं च विद्धि दक्षोऽसि भिन्ने गुणन्विधौ चेत्॥४०॥"
"अथ भाग-हरणे छेदम् लवम् च परिवर्त्य शेषः गुणन-विधिः कार्यः .","अथ . भाग-हरणे छेदम् लवम् च परिवर्त्य शेषः गुणन-विधिः कार्यः","छेदं लवं च परिवर्त्य हरस्य शेषः।# कार्योऽथ भागहरणे गुणनाविधिश्च॥४१॥"
"सखे चेत् ते दर्भीय-गर्भ-अग्रसु-तीक्ष्ण-बुध्दिः भिन्न-हृतौ समर्था अस्ति .; सखे तर्हि स-त्रि-अंश-रुप-द्वितयेन पञ्च-त्रि-अंशेन षष्ठं विभज्य मे वद .","सखे चेत् ते दर्भीय-गर्भ-अग्रसु-तीक्ष्ण-बुध्दिः भिन्न-हृतौ समर्था अस्ति .; सखे तर्हि स-त्रि-अंश-रुप-द्वितयेन पञ्च-त्रि-अंशेन षष्ठं विभज्य मे वद .","सत्र्यंशरूपद्वितयेन पञ्च त्र्यंशेन षष्ठं वद मे विभज्य।# दर्भीयगर्भाग्रसुतीक्ष्णबुद्धिश्चेदस्ति ते भिन्नहृतौ समर्था॥४२॥"
"भिन्न-वर्गे हार-अंशयोः कृती विधेयौ .","भिन्न-वर्गे हार-अंशयोः कृती विधेयौ .","वर्गे कृती घनविधौ तु घनौ विधेयौ।# हारांशयोरथ पदे च पदप्रसिद्ध्यै॥४३॥"
"मित्र चेत् विभिन्नौ वर्ग-घनौ जानासि स-अर्ध्द-त्रयाणां वर्गे ततः वर्गात् वर्ग-पदं च आशु कथय .","मित्र वर्ग-पदं च आशु कथय . चेत् विभिन्नौ वर्ग-घनौ जानासि स-अर्ध्द-त्रयाणां वर्गे ततः वर्गात्","सार्धत्रयाणां कथयाऽऽशु वर्गं वर्गात्ततो वर्गपदं च मित्र।# घनं च मूलं च घनात्ततोऽपि जानासि चेद्वर्गघनौ विभिन्नौ॥४४॥"
"योगे खम् क्षेप-समम् भवति .; वर्ग-आदौ खम् भवति .; ख-भाजितः राशिः ख-हरः स्यात् .; ख-गुणः राशिः खम् स्यात् .; शेष-विधौ ख-गुणः चिन्त्यः .","योगे खम् क्षेप-समम् भवति .; वर्ग-आदौ खम् भवति .; ख-भाजितः राशिः ख-हरः स्यात् .; ख-गुणः राशिः खम् स्यात् .; शेष-विधौ ख-गुणः चिन्त्यः ."," योगे खं क्षेपसमं वर्गादौ खं खभाजितो राशिः।# खहरः स्यात् खगुणः खं खगुणश्चिन्त्यश्च शेषविधौ॥४५॥"
"शून्ये गुणके जाते खम् च हारः चेत् तदा राशिः पुनः अ-विकृतः ज्ञेयः (अस्ति) .; तथा खेन ऊनितः युतः च राशिः अ-विकृतः एव ज्ञेयः .","शून्ये पुनः अ-विकृतः ज्ञेयः (अस्ति) . गुणके जाते खम् च हारः चेत् तदा राशिः; तथा . खेन ऊनितः युतः च राशिः अ-विकृतः एव ज्ञेयः"," शून्ये गुणके जाते खं हारश्चेत्पुनस्तदा राशिः।# अविकृत एव ज्ञेयस्तथैव खेनोनितश्च युतः॥४६॥"
"पञ्च-युक् खम् किम् भवति .; खस्य वर्गम् मूलम् घनम् घन-पदम् खेन उद्धृताः दश ख-गुणाः पञ्च च वद (वद) च .; ख-गुणः निज-अर्ध-युक्तः त्रिभिः गुणितः ख-हृतः च त्रि-षष्ठिः राशिः कः भवति .","पञ्च-युक् खम् किम् भवति .; खस्य पञ्च च वद (वद) च . वर्गम् मूलम् घनम् घन-पदम् खेन उद्धृताः दश ख-गुणाः; ख-गुणः भवति . निज-अर्ध-युक्तः त्रिभिः गुणितः ख-हृतः च त्रि-षष्ठिः राशिः कः","खं पञ्चयुग्भवति किं वद खस्य वर्गं मूलं घनं घनपदं खगुणाश्च पञ्च।# खेनोद्धृता दश च कः खगुणो निजार्धयुक्तस्त्रिभिश्च गुणितः खहृतस्त्रिशष्टिः॥४७॥"
"छेदम् गुणम् कुर्यात् .; गुणम् छेदम् कुर्यात् .; वर्गम् मूलम् कुर्यात् .; पदम् कृतिम् कुर्यात् .; ऋणम् स्वम् कुर्यात् .; स्वम् ऋणम् कुर्यात् .; राशि-प्रसिद्धये दृश्ये कुर्यात् .","छेदम् गुणम् कुर्यात् .; गुणम् छेदम् कुर्यात् .; वर्गम् मूलम् कुर्यात् .; पदम् कृतिम् कुर्यात् .; ऋणम् स्वम् कुर्यात् .; स्वम् ऋणम् कुर्यात् .; राशि-प्रसिद्धये दृश्ये कुर्यात् .","छेदं गुणं गुणं छेदं वर्गं मूलं पदं कृतिम्।# ऋणं स्वं स्वमृणं कुर्याद्दृश्ये राशिप्रसिद्धये॥४८॥"
"अथ स्व-अंश-अधिक-ऊने तु हरः स्यात् लव-आढ्य-ऊनः हरः .; अंशः तु अ-विकृतः ज्ञेयः .; शेषम् विलोमे उक्तवत् कार्यम् .","अथ स्व-अंश-अधिक-ऊने तु हरः स्यात् लव-आढ्य-ऊनः हरः .; अंशः तु अ-विकृतः ज्ञेयः .; शेषम् विलोमे उक्तवत् कार्यम् .","अथ स्वांशाधिकोने तु लवाढ्योनो हरो हरः।# अंशस्त्वविकृतस्तत्र विलोमे शेषमुक्तवत्॥४९॥"
"चञ्चला-अक्षि बाले विमलाम् विलोम-क्रियाम् वेत्सि हि तम् राशिम् ब्रूहि .; यः राशिः त्रि-घ्नः स्व-चरणैः त्रिभिः अन्वितः ततः सप्तभिः भक्तः स्व-त्रि-अंशेन वि-वर्जितः स्व-गुणितः द्विपञ्चाशता हीनः भवति .; तत्-मूले अष्ट-युते दशभिः हृते च द्वयम् जातम् .","चञ्चला-अक्षि . बाले विमलाम् विलोम-क्रियाम् वेत्सि हि तम् राशिम् ब्रूहि; यः स्व-त्रि-अंशेन वि-वर्जितः स्व-गुणितः द्विपञ्चाशता हीनः भवति . राशिः त्रि-घ्नः स्व-चरणैः त्रिभिः अन्वितः ततः सप्तभिः भक्तः; तत्-मूले अष्ट-युते दशभिः हृते च द्वयम् जातम् .","यस्त्रिघ्नस्त्रिभिरन्वितः स्वचरणैर्भक्तस्ततः सप्तभिः स्वत्र्यंशेन विवर्जितः स्वगुणितो हीनो द्विपञ्चाशता।# तन्मूलेऽष्टयुते हृते च दशभिर्जातं द्वयं ब्रूहि तं राशिं वेत्सि हि चञ्चलाक्षि विमलां बाले विलोमक्रियाम्॥५०॥"
"इष्ट-राशिः उद्देश-कालापवत् क्षुण्णः हृतः अंशैः रहितः अंशैः युतः वा कार्यः .; अनेन इष्ट-आहतम् दृष्टम् भक्तम् राशिः भवेत् .; इति इष्ट-कर्म भवति .","इष्ट-राशिः कार्यः . उद्देश-कालापवत् क्षुण्णः हृतः अंशैः रहितः अंशैः युतः वा; अनेन इष्ट-आहतम् दृष्टम् भक्तम् राशिः भवेत् .; इति इष्ट-कर्म भवति ."," उद्देशकालापवदिष्टराशिः क्षुण्णो हृतोऽंशौ रहितो युतो वा।# इष्टाहतं दृष्टमनेन भक्तं राशिर्भवेत्प्रोक्तमितीष्टकर्म॥५१॥"
"पञ्च-घ्नः स्व-त्रि-भाग-ऊनः दश-भक्तः राशि-त्रि-अंश-अर्ध-पादैः समन्वितः कः राशिः द्वि-ऊन-सप्ततिः स्यात् .","पञ्च-घ्नः . स्व-त्रि-भाग-ऊनः दश-भक्तः राशि-त्रि-अंश-अर्ध-पादैः समन्वितः कः राशिः द्वि-ऊन-सप्ततिः स्यात्"," पञ्चघ्नः स्वत्रिभागोनो दशभक्तः समन्वितः।# राशित्र्यंशार्धपादैः स्यात्को राशिर्द्व्यूनसप्ततिः॥५२॥"
"अमल-कमल-राशेः त्रि-अंश-पञ्च-अंश-षष्ठैः येन त्रि-नयन-हरि-सूर्याः पूजिताः .; तुर्येण आर्या च पूजिता .; षड्भिः शेष-पद्मैः गुरु-पदम् पूजितम् .; तस्य सकल-कमल-सङ्ख्याम् क्षिप्रम् आख्याहि .","अमल-कमल-राशेः त्रि-अंश-पञ्च-अंश-षष्ठैः येन त्रि-नयन-हरि-सूर्याः पूजिताः .; तुर्येण आर्या च पूजिता .; षड्भिः शेष-पद्मैः गुरु-पदम् पूजितम् .; तस्य सकल-कमल-सङ्ख्याम् क्षिप्रम् आख्याहि .","अमलकमलराशेस्त्र्यंशपञ्चांशशष्ठैस्त्रिनयनहरिसूर्या येन तुर्येण चार्या ।# गुरुपदमथ षड्भिः पूजितं शेषपद्मैः सकलकमलसङ्ख्यां क्षिप्रमाख्याहि तस्य॥५३॥"
"",""," कामिन्या हारवल्ल्याः सुरतकलहतो मौक्तिकानां त्रुटित्वा भूमौ यातस्त्रिभागः शयनतलहतः पञ्चमांशश्च दृष्टः।# प्राप्तः षष्ठः सुकेश्या गणक दशमकः सङ्गृहीतः प्रियेण।# दृष्टं षट्कं च सूत्रे कथय कतिपयैर्मौक्तिकैरेष हारः॥५३.?॥"
"","","षड्भागः पाटलीषु भ्रमरनिकरतः स्वत्रिभागः कदम्बे पादश्चूतद्रुमेषु प्रदलितकुसुमे चम्पके पञ्चमांशः।# प्रोत्फुल्लाम्भोजखण्डे रविकरदमिते त्रिंशदंशोऽभिरम्ये तत्रैको मत्तभृङ्गो भ्रमति वद सखे का भवेद्भृङ्गसङ्ख्या॥५३.?॥"
"तीर्थ-पान्थः स्व-अर्धम् प्रयागे प्रादात् .; अवशेषान् नव-लव-युगलम् च काश्याम् प्रादात् .; शेष-अङ्घ्रिम् शुल्क-हेतोः पथि प्रादात् .; शेषात् दशम-लवान् षट् च गयायाम् प्रादात् .; शिष्टाः निष्क-त्रिषष्टिः अनया निज-गृहम् प्रयातः .; यदि भवता शेष-जातिः श्रुता अस्ति तस्य द्रव्य-प्रमाणम् वद .","तीर्थ-पान्थः स्व-अर्धम् प्रयागे प्रादात् .; अवशेषान् नव-लव-युगलम् च काश्याम् प्रादात् .; शेष-अङ्घ्रिम् शुल्क-हेतोः पथि प्रादात् .; शेषात् दशम-लवान् षट् च गयायाम् प्रादात् .; शिष्टाः निष्क-त्रिषष्टिः अनया निज-गृहम् प्रयातः .; यदि भवता शेष-जातिः श्रुता अस्ति तस्य द्रव्य-प्रमाणम् वद .","स्वार्धं प्रादात्प्रयागे नवलवयुगलं योऽवशेषाञ्च काश्यां शेषाङ्घ्रिं शुल्कहेतोः पथि दशमलवान्षट्च शेषाद्गयायाम्।#शिष्टा निष्कत्रिशष्टिर्निजगृहमनया तीर्थपान्थः प्रयातस्तस्य द्रव्यप्रमाणं वद यदि भवता शेषजातिः श्रुताऽस्ति॥५४॥"
"अलि-कुलात् पञ्च-अंशः कदम्बम् अगमत् .; त्रि-अंशः शिलीन्ध्रम् अगमत् .; तयोः विश्लेषः त्रि-गुणः कुटजम् अगमत् .; कान्ते एक-काल-प्रिया-दूता-हूतः इव दोलायमानः अपरः भृङ्गः खे इतस्ततः केतक-मालती-परिमल-प्राप्ता भ्रमति .; मृग-अक्षि अलि-सङ्ख्याम् वद .","अलि-कुलात् पञ्च-अंशः कदम्बम् अगमत् .; त्रि-अंशः शिलीन्ध्रम् अगमत् .; तयोः विश्लेषः त्रि-गुणः कुटजम् अगमत् .; कान्ते भ्रमति . एक-काल-प्रिया-दूता-हूतः इव दोलायमानः अपरः भृङ्गः खे इतस्ततः केतक-मालती-परिमल-प्राप्ता; मृग-अक्षि अलि-सङ्ख्याम् वद .","पञ्चांशोऽलिकुलात्कदम्बमगमत्त्र्यंशः शिलीन्ध्रं तयोर्विश्लेषस्त्रिगुणो मृगाक्षि कुटजं दोलायमानोऽपरः।# कान्ते केतकमालतीपरिमलप्राप्तैककालप्रिया दूताहूत इतस्ततो भ्रमति खे भृङ्गोऽलिसङ्ख्यां वद॥५५॥"
"अन्तरेण सह ऊन-युतः अर्धितः योगः (भवति) .; तौ राशी स्मृतौ .; एतत् सङ्क्रमण-आख्यम् भवति .","अन्तरेण सह ऊन-युतः अर्धितः योगः (भवति) .; तौ राशी स्मृतौ .; एतत् सङ्क्रमण-आख्यम् भवति .","योगोऽन्तरेणोनयुतोऽर्धितस्तौ राशी स्मृतौ सङ्क्रमणाख्यमेतत्॥५६॥"
"ययोः योगः स-एकम् शतम् भवति .; ययोः वियोगः पञ्चविंशतिः भवति .; वत्स यदि सङ्क्रमणम् वेत्सि तौ राशी मे वद .","ययोः योगः स-एकम् शतम् भवति .; ययोः वियोगः पञ्चविंशतिः भवति .; वत्स यदि सङ्क्रमणम् वेत्सि तौ राशी मे वद .","ययोर्योगः शतं सैकं वियोगः पञ्चविंशतिः।# तौ राशी वद मे वत्स वेत्सि सङ्क्रमणं यदि॥५७॥"
"राशि-वियोग-भक्तम् वर्ग-अन्तरम् योगः भवति .; ततः प्रोक्तवत् एव राशी भवतः .","राशि-वियोग-भक्तम् वर्ग-अन्तरम् योगः भवति .; ततः प्रोक्तवत् एव राशी भवतः .","वर्गान्तरं राशिवियोगभक्तं योगस्ततः प्रोक्तवदेव राशी॥५८॥"
"ययोः राश्योः वियोगः अष्टौ भवति .; तत्-कृत्योः च विवरम् चतुःशती भवति .; तौ राशी ब्रूहि .","ययोः राश्योः वियोगः अष्टौ भवति .; तत्-कृत्योः च विवरम् चतुःशती भवति .; तौ राशी ब्रूहि .","राश्योर्ययोर्वियोगोऽष्टौ तत्कृत्योश्च चतुःशती।# विवरं ब्रूहि तौ राशी शीघ्रं गणितकोविद॥५९॥"
"अष्ट-गुणिता वि-एका दलिता इष्टेन भाजिता इष्ट-कृतिः एकः राशिः स्यात् .; अस्य दलिता स-एका कृतिः अपरः राशिः स्यात् .","अष्ट-गुणिता . वि-एका दलिता इष्टेन भाजिता इष्ट-कृतिः एकः राशिः स्यात्; अस्य दलिता स-एका कृतिः अपरः राशिः स्यात् .","इष्टकृतिरष्टगुणिता व्येका दलिता विभाजितेऽष्टेन।# एकः स्यादस्य कृतिर्दलिता सैका।परो राशिः॥६०॥"
"द्वि-गुण-इष्ट-हृतम् स-इष्टम् रूपम् प्रथमः राशिः स्यात् .; अथवा रूपम् अपरः राशिः स्यात् .; ययोः राश्योः वि-एके कृति-युति-वियुती वर्गौ स्याताम् .","द्वि-गुण-इष्ट-हृतम् स-इष्टम् रूपम् प्रथमः राशिः स्यात् .; अथवा रूपम् अपरः राशिः स्यात् .; ययोः राश्योः वि-एके कृति-युति-वियुती वर्गौ स्याताम् .","रूपं द्विगुणेष्टहृतं सेष्टं प्रथमोऽथवापरो रूपम्।# कृतियुतिवियुती व्येके वर्गौ स्यातां ययो राश्योः॥६१॥"
"ययोः राश्योः निर्-एके कृति-युति-वियुती मूल-प्रदे भवतः .; मम मित्र तौ राशी प्रवद .; यत्र बीज-गणिते षोढा उक्त-गूढ-गणितम् परिभावयन्तः पटवः अपि मूढाः इव क्लिश्यन्ति .","ययोः राश्योः निर्-एके कृति-युति-वियुती मूल-प्रदे भवतः .; मम मित्र तौ राशी प्रवद .; यत्र क्लिश्यन्ति . बीज-गणिते षोढा उक्त-गूढ-गणितम् परिभावयन्तः पटवः अपि मूढाः इव","अराश्योर्ययोः कृतिवियोगयुती निरेके मूलप्रदे तौ मम मित्र यत्र।# क्लिश्यन्ति बीजगणिते पटवोऽपि मूढाः षोढोक्तबीजगणितं परिभावयन्तः॥६२॥"
"इष्टस्य वर्ग-वर्गः घनः च भवतः .; तौ अष्ट-सम्-गुणौ कुर्यात् .; तदा राशी स्याताम् .; प्रथमः स-एकः राशिः स्यात् .; व्यक्ते अथवा अ-व्यक्ते एवम् वर्ग-कर्म कुर्यात् .","इष्टस्य वर्ग-वर्गः घनः च भवतः .; तौ अष्ट-सम्-गुणौ कुर्यात् .; तदा राशी स्याताम् .; प्रथमः स-एकः राशिः स्यात् .; व्यक्ते अथवा अ-व्यक्ते एवम् वर्ग-कर्म कुर्यात् .","इष्टस्य वर्गवर्गो घनश्च तावष्टसङ्गुणौ प्रथमः।# सैको राशी स्यातामेवं व्यक्तेऽथवाऽव्यक्ते॥६३॥"
"पाटी-सूत्र-उपमम् बीजम् अस्ति .; बीजम् गूढम् इति भासते .; अ-मूढानाम् कृते गूढम् न अस्ति .; षोढा इति न एव किन्तु अनेकधा अस्ति .; पाटी त्रै-राशिकम् अस्ति .; बीजम् च विमला मतिः अस्ति .; सु-बुद्धीनाम् कृते किम् अ-ज्ञातम् भवति .; अतः मन्द-अर्थम् उच्यते .","पाटी-सूत्र-उपमम् बीजम् अस्ति .; बीजम् गूढम् इति भासते .; अ-मूढानाम् कृते गूढम् न अस्ति .; षोढा इति न एव किन्तु अनेकधा अस्ति .; पाटी त्रै-राशिकम् अस्ति .; बीजम् च विमला मतिः अस्ति .; सु-बुद्धीनाम् कृते किम् अ-ज्ञातम् भवति .; अतः मन्द-अर्थम् उच्यते .","पाटीसूत्रोपमं बीजं गूढमित्यवभासते।# नास्ति गूढममूढानां नैव षोढेत्यनेकधा।#अस्ति त्रैराशिकं पाटी बीजं च विमला मतिः।# किमज्ञातं सुबुद्धीनामतो मन्दार्थमुच्यते॥६४॥"
"गुण-अर्द्ध-कृत्या युक्तस्य गुण-घ्न-मूल-ऊन-युतस्य दृष्टस्य राशेः मूलं गुण-अर्ध्देन युतं वा विहीनम् स्यात् .; ततः वर्गी-कृतं प्रष्टुः अभीष्ट-राशिः भवति .","गुण-अर्द्ध-कृत्या विहीनम् स्यात् . युक्तस्य गुण-घ्न-मूल-ऊन-युतस्य दृष्टस्य राशेः मूलं गुण-अर्ध्देन युतं वा; ततः वर्गी-कृतं प्रष्टुः अभीष्ट-राशिः भवति .","गुणघ्नमूलोनयुतस्य राशेर्दृष्टस्य युक्तस्य गुणार्धकृत्या।# मूलं गुणार्धेन युतं विहीनं वर्गीकृतं प्रष्टुरभीष्टराशिः॥६५॥"
"यदा सः राशिः लवैः च ऊन-युतः मूल-गुणं तथा दृश्यं एकेन भागेन-युतेन भक्त्वा .; राशिः साध्यः ततः ताभ्यां प्रोक्तवद् एव .","यदा एकेन भागेन-युतेन भक्त्वा . सः राशिः लवैः च ऊन-युतः मूल-गुणं तथा दृश्यं; राशिः साध्यः ततः ताभ्यां प्रोक्तवद् एव .","यदा लवैश्चोनयुतः स राशिरेकेन भागोनयुतेन भक्त्वा।# दृश्यं तथा मूलगुणं च ताभ्यां साध्यस्ततः प्रोक्तवदेव राशिः॥६६॥"
