anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	sentno	chaptno	slokano	book	part1	part2
24.1	inxriya-	19.1	0	inxriya	inxriya	RaRTI-wawpuruRaH,24.2	RaRTI-wawpuruRaH,24.2	1	05	008_009	SrImaxBagavaxgIwA	-	-
24.2	arWeRu	19.2	-	arWa{puM;7;bahu}	arWa{puM;7;bahu}	aXikaraNam,25.1	aXikaraNam,25.1	1	05	008_009	SrImaxBagavaxgIwA	-	-
25.1	varwanwe	20	varwanwa	vqw1{karwari;lat;pra;bahu;AwmanepaxI;vqwuz;BvAxiH}	vqw1{karwari;lat;pra;bahu;AwmanepaxI;vqwuz;BvAxiH}	vAkyakarma,27.1	vAkyakarma,27.1	1	05	008_009	SrImaxBagavaxgIwA	-	-
26.1	iwi	21	iwi	iwi{avya}	iwi{avya}	vAkyakarma_xyowakaH,25.1	vAkyakarma_xyowakaH,25.1	1	05	008_009	SrImaxBagavaxgIwA	-	-
27.1	XArayan	22	XArayan	Xq1_Nic{kqw_prawyayaH;Sawq;XqF_Nic;BvAxiH;puM;1;eka}	Xq1_Nic{kqw_prawyayaH;Sawq;XqF_Nic;BvAxiH;puM;1;eka}	varwamAnasamAnakAlaH,7.1	varwamAnasamAnakAlaH,7.1	1	05	008_009	SrImaxBagavaxgIwA	-	-
28.1	(ca)	16	(0)	ca{avya}	ca{avya}	samuccaya_xyowakaH,21.1	samuccaya_xyowakaH,21.1	1	05	008_009	SrImaxBagavaxgIwA	-	-
3.1	kiFciw	25	kiFciwkaromIwi	kiFciw{avya}/kiFciw{napuM;1;eka}/kiFciw{napuM;2;eka}	kiFciw{napuM;2;eka}	karma,4.1	karma,4.1	1	05	008_009	SrImaxBagavaxgIwA	-	-
4.1	karomi	27	0	kq3{karwari;lat;u;eka;parasmEpaxI;dukqF;wanAxiH}	kq3{karwari;lat;u;eka;parasmEpaxI;dukqF;wanAxiH}	vAkyakarma,7.1	vAkyakarma,7.1	1	05	008_009	SrImaxBagavaxgIwA	-	-
4.1.1	(aham)	26	-	asmax{1;eka}	asmax{1;eka}	karwA,4.1	karwA,4.1	1	05	008_009	SrImaxBagavaxgIwA	-	-
5.1	iwi	27	0	iwi{avya}	iwi{avya}	vAkyakarma_xyowakaH,4.1	vAkyakarma_xyowakaH,4.1	1	05	008_009	SrImaxBagavaxgIwA	-	-
6.1	yukwaH	2	yukwo	yukwa{puM;1;eka}	yukwa{puM;1;eka}	viSeRaNam,8.2	viSeRaNam,8.2;karwA,7.1	1	05	008_009	SrImaxBagavaxgIwA	-	-
7.1	manyewa	28	manyewa	man1{karmaNi;viXilif;pra;eka;AwmanepaxI;manaz;xivAxiH}/man2{karmaNi;viXilif;pra;eka;AwmanepaxI;manuz;wanAxiH}/man1{karwari;viXilif;pra;eka;AwmanepaxI;manaz;xivAxiH}	man1{karwari;viXilif;pra;eka;AwmanepaxI;manaz;xivAxiH}	aBihiwa_karwA,6.1;sakarmakaH.1	aBihiwa_karwA,6.1;sakarmakaH.1	1	05	008_009	SrImaxBagavaxgIwA	-	-
8.1	wawwva-	1.1	wawwvaviw	wawwva	wawwva	upapaxa-wawpuruRaH,8.2	upapaxa-wawpuruRaH,8.2	1	05	008_009	SrImaxBagavaxgIwA	-	-
8.2	viw	1.2	-	vix{napuM;1;eka}	vix{napuM;1;eka}	karwA,7.1	karwA,7.1;viSeRaNam,6.1	1	05	008_009	SrImaxBagavaxgIwA	-	-
9.1	paSyan	3	paSyaFSqNvanspqSaFjiGrannaSnangacCansvapaFSvasan	xqS1{kqw_prawyayaH;Sawq;xqSizr;BvAxiH;puM;1;eka}	xqS1{kqw_prawyayaH;Sawq;xqSizr;BvAxiH;puM;1;eka}	varwamAnasamAnakAlaH,21.1	varwamAnasamAnakAlaH,21.1	1	05	008_009	SrImaxBagavaxgIwA	-	-
1.1	brahmaNi	2	brahmaNyAXAya	brahman{puM;7;eka}/brahman{napuM;7;eka}	brahman{napuM;7;eka}	aXikaraNam,2.1	aXikaraNam,2.1	1	05	010	SrImaxBagavaxgIwA	-	-
10.1	saH	8	sa	wax{puM;1;eka}	wax{puM;1;eka}	karma,8.1	karma,8.1	1	05	010	SrImaxBagavaxgIwA	-	-
11.1	pApena	12	pApena	pApa{puM;3;eka}/pApa{napuM;3;eka}	pApa{napuM;3;eka}	karaNam,8.1	karaNam,8.1	1	05	010	SrImaxBagavaxgIwA	-	-
12.1	paxma-	10.1	paxmapawramivAmBasA	paxma	paxma	RaRTI-wawpuruRaH,12.2	RaRTI-wawpuruRaH,12.2	1	05	010	SrImaxBagavaxgIwA	-	-
12.2	pawram	10.2	-	pawra{napuM;1;eka}	pawra{napuM;1;eka}	upamAnam,10.1	upamAnam,10.1	1	05	010	SrImaxBagavaxgIwA	-	-
13.1	iva	11	0	iva{avya}	iva{avya}	upamAna_xyowakaH,12.2	upamAna_xyowakaH,12.2	1	05	010	SrImaxBagavaxgIwA	-	-
14.1	amBasA	9	0	amBas{napuM;3;eka}	amBas{napuM;3;eka}	karaNam,12.2	karaNam,12.2	1	05	010	SrImaxBagavaxgIwA	-	-
2.1	AXAya	3	0	Af_XA1{kqw_prawyayaH;lyap;duXAF;juhowyAxiH}	Af_XA1{kqw_prawyayaH;lyap;duXAF;juhowyAxiH}	pUrvakAlaH,6.1	pUrvakAlaH,6.1	1	05	010	SrImaxBagavaxgIwA	-	-
3.1	karmANi	6	karmANi	karman{napuM;1;bahu}/karman{napuM;2;bahu}	karman{napuM;2;bahu}	karma,6.1	karma,6.1	1	05	010	SrImaxBagavaxgIwA	-	-
4.1	safgam	4	safgaM	safga{puM;2;eka}	safga{puM;2;eka}	karma,5.1	karma,5.1	1	05	010	SrImaxBagavaxgIwA	-	-
5.1	wyakwvA	5	wyakwvA	wyaj1{kqw_prawyayaH;kwvA;wyajaz;BvAxiH}	wyaj1{kqw_prawyayaH;kwvA;wyajaz;BvAxiH}	pUrvakAlaH,6.1	pUrvakAlaH,6.1	1	05	010	SrImaxBagavaxgIwA	-	-
6.1	karowi	7	karowi	kq3{karwari;lat;pra;eka;parasmEpaxI;dukqF;wanAxiH}	kq3{karwari;lat;pra;eka;parasmEpaxI;dukqF;wanAxiH}	aBihiwa_karwA,7.1	aBihiwa_karwA,7.1	1	05	010	SrImaxBagavaxgIwA	-	-
7.1	yaH	1	yaH	yax{puM;1;eka}	yax{puM;1;eka}	karwA,6.1;karwA,2.1;karwA,5.1	karwA,6.1;karwA,2.1;karwA,5.1	1	05	010	SrImaxBagavaxgIwA	-	-
8.1	lipyawe	14	lipyawe	lip1{karmaNi;lat;pra;eka;AwmanepaxI;lipaz;wuxAxiH}	lip1{karmaNi;lat;pra;eka;AwmanepaxI;lipaz;wuxAxiH}	aBihiwa_karwA,10.1	aBihiwa_karwA,10.1	1	05	010	SrImaxBagavaxgIwA	-	-
9.1	na	13	na	na{avya}	na{avya}	prawiReXaH,8.1	prawiReXaH,8.1	1	05	010	SrImaxBagavaxgIwA	-	-
1.1	kAyena	7	kAyena	kAya{puM;3;eka}/kAya{napuM;3;eka}	kAya{napuM;3;eka}	samucciwaH,5.1	samucciwaH,5.1	1	05	011	SrImaxBagavaxgIwA	-	-
10.1	safgam	9	safgaM	safga{puM;2;eka}	safga{puM;2;eka}	karma,11.1	karma,11.1	1	05	011	SrImaxBagavaxgIwA	-	-
11.1	wyakwvA	10	wyakwvAwmaSuxXaye	wyaj1{kqw_prawyayaH;kwvA;wyajaz;BvAxiH}	wyaj1{kqw_prawyayaH;kwvA;wyajaz;BvAxiH}	pUrvakAlaH,9.1	pUrvakAlaH,9.1	1	05	011	SrImaxBagavaxgIwA	-	-
12.1	Awma-	11.1	0	Awman	Awman	RaRTI-wawpuruRaH,12.2	RaRTI-wawpuruRaH,12.2	1	05	011	SrImaxBagavaxgIwA	-	-
12.2	SuxXaye	11.2	-	SuxXi{swrI;4;eka}	SuxXi{swrI;4;eka}	prayojanam,9.1	prayojanam,9.1	1	05	011	SrImaxBagavaxgIwA	-	-
2.1	manasA	4	manasA	manas{napuM;3;eka}/manasA{swrI;1;eka}	manas{napuM;3;eka}	samucciwaH,5.1	samucciwaH,5.1	1	05	011	SrImaxBagavaxgIwA	-	-
3.1	buxXyA	5	buxXyA	buxXi{swrI;3;eka}	buxXi{swrI;3;eka}	samucciwaH,5.1	samucciwaH,5.1	1	05	011	SrImaxBagavaxgIwA	-	-
4.1	kevalEH	2	kevalErinxriyErapi	kevala{puM;3;bahu}/kevala{napuM;3;bahu}	kevala{napuM;3;bahu}	viSeRaNam,5.1	viSeRaNam,5.1	1	05	011	SrImaxBagavaxgIwA	-	-
5.1	inxriyEH	3	0	inxriya{puM;3;bahu}/inxriya{napuM;3;bahu}	inxriya{napuM;3;bahu}	karaNam,9.1	karaNam,9.1	1	05	011	SrImaxBagavaxgIwA	-	-
5.1.1	(ca)	6	(0)	ca{avya}	ca{avya}	samuccaya_xyowakaH,5.1	samuccaya_xyowakaH,5.1	1	05	011	SrImaxBagavaxgIwA	-	-
6.1	api	8	0	api{avya}	api{avya}	sambanXaH,5.1	sambanXaH,5.1	1	05	011	SrImaxBagavaxgIwA	-	-
7.1	yoginaH	1	yoginaH	yogin{puM;1;bahu}/yogin{puM;2;bahu}/yogin{puM;5;eka}/yogin{puM;6;eka}	yogin{puM;1;bahu}	karwA,9.1;karwA,11.1	karwA,9.1;karwA,11.1	1	05	011	SrImaxBagavaxgIwA	-	-
8.1	karma	12	karma	karman{napuM;1;eka}/karman{napuM;2;eka}	karman{napuM;2;eka}	karma,9.1	karma,9.1	1	05	011	SrImaxBagavaxgIwA	-	-
9.1	kurvanwi	13	kurvanwi	kurvaw{napuM;1;bahu}/kurvaw{napuM;2;bahu}/kq3{karwari;lat;pra;bahu;parasmEpaxI;dukqF;wanAxiH}	kq3{karwari;lat;pra;bahu;parasmEpaxI;dukqF;wanAxiH}	aBihiwa_karwA,7.1;sakarmakaH.1	aBihiwa_karwA,7.1;sakarmakaH.1	1	05	011	SrImaxBagavaxgIwA	-	-
1.1	yukwaH	1	yukwaH	yukwa{puM;1;eka}/yuj2{kqw_prawyayaH;kwa;yujizr;ruXAxiH;puM;1;eka}	yuj2{kqw_prawyayaH;kwa;yujizr;ruXAxiH;puM;1;eka}	karwA,5.1;karwA,3.1	karwA,5.1;karwA,3.1	1	05	012	SrImaxBagavaxgIwA	-	-
10.1	sakwaH	10	sakwo	sakwa{puM;1;eka}/sakwq{puM;8;eka}/sakwq{napuM;8;eka}/sac2{kqw_prawyayaH;kwa;Racaz;BvAxiH;puM;1;eka}	sac2{kqw_prawyayaH;kwa;Racaz;BvAxiH;puM;1;eka}	viXeya_viSeRaNam,7.2	viXeya_viSeRaNam,7.2;viSeRaNam,7.1	1	05	012	SrImaxBagavaxgIwA	-	-
11.1	nibaXyawe	11	nibaXyawe	ni_banX1{karmaNi;lat;pra;eka;AwmanepaxI;banXaz;kryAxiH}	ni_banX1{karmaNi;lat;pra;eka;AwmanepaxI;banXaz;kryAxiH}	aBihiwa_karwA,7.1;akarmakaH.1	aBihiwa_karwA,7.1;akarmakaH.1	1	05	012	SrImaxBagavaxgIwA	-	-
2.1	karma-	2.1	karmaPalaM	karman	karman	RaRTI-wawpuruRaH,2.2	RaRTI-wawpuruRaH,2.2	1	05	012	SrImaxBagavaxgIwA	-	-
2.2	Palam	2.2	-	Pala{napuM;1;eka}/Pala{napuM;2;eka}	Pala{napuM;2;eka}	karma,3.1	karma,3.1	1	05	012	SrImaxBagavaxgIwA	-	-
3.1	wyakwvA	3	wyakwvA	wyaj1{kqw_prawyayaH;kwvA;wyajaz;BvAxiH}	wyaj1{kqw_prawyayaH;kwvA;wyajaz;BvAxiH}	pUrvakAlaH,5.1	pUrvakAlaH,5.1	1	05	012	SrImaxBagavaxgIwA	-	-
4.1	SAnwim	5	SAnwimApnowi	SAnwi{swrI;2;eka}	SAnwi{swrI;2;eka}	karma,5.1	karma,5.1	1	05	012	SrImaxBagavaxgIwA	-	-
5.1	Apnowi	6	0	Ap1{karwari;lat;pra;eka;parasmEpaxI;ApLz;svAxiH}	Ap1{karwari;lat;pra;eka;parasmEpaxI;ApLz;svAxiH}	aBihiwa_karwA,1.1;sakarmakaH.1	aBihiwa_karwA,1.1;sakarmakaH.1	1	05	012	SrImaxBagavaxgIwA	-	-
6.1	nERTikIm	4	nERTikIm	nERTikI{swrI;2;eka}	nERTikI{swrI;2;eka}	viSeRaNam,4.1	viSeRaNam,4.1	1	05	012	SrImaxBagavaxgIwA	-	-
7.1	a-	7.1	ayukwaH	a	a	naF-wawpuruRaH,7.2	naF-wawpuruRaH,7.2	1	05	012	SrImaxBagavaxgIwA	-	-
7.2	yukwaH	7.2	-	yuj2{kqw_prawyayaH;kwa;yujizr;ruXAxiH;puM;1;eka}	yuj2{kqw_prawyayaH;kwa;yujizr;ruXAxiH;puM;1;eka}	karma,11.1	karma,11.1	1	05	012	SrImaxBagavaxgIwA	-	-
8.1	kAma-	8.1	kAmakAreNa	kAma	kAma	RaRTI-wawpuruRaH,8.2	RaRTI-wawpuruRaH,8.2	1	05	012	SrImaxBagavaxgIwA	-	-
8.2	kAreNa	8.2	-	kAra{puM;3;eka}	kAra{puM;3;eka}	hewuH,11.1	hewuH,11.1	1	05	012	SrImaxBagavaxgIwA	-	-
9.1	Pale	9	Pale	Pala{napuM;1;xvi}/Pala{napuM;2;xvi}/Pala{napuM;7;eka}	Pala{napuM;7;eka}	aXikaraNam,11.1	aXikaraNam,11.1	1	05	012	SrImaxBagavaxgIwA	-	-
1.1	sarva-	5.1	sarvakarmANi	sarva	sarva	karmaXArayaH,1.2	karmaXArayaH,1.2	1	05	013	SrImaxBagavaxgIwA	-	-
1.2	karmANi	5.2	-	karman{napuM;1;bahu}/karman{napuM;2;bahu}	karman{napuM;2;bahu}	karma,3.1	karma,3.1	1	05	013	SrImaxBagavaxgIwA	-	-
10.1	na	8	nEva	na{avya}	na{avya}	prawiReXaH,12.1	prawiReXaH,12.1	1	05	013	SrImaxBagavaxgIwA	-	-
11.1	eva	12	0	eva{avya}	eva{avya}	sambanXaH,10.1	sambanXaH,10.1	1	05	013	SrImaxBagavaxgIwA	-	-
12.1	kurvan	9	kurvanna	kurvaw{puM;1;eka}/kurvaw{puM;8;eka}/kurvaw{puM;1;eka}/kq3{kqw_prawyayaH;Sawq;dukqF;wanAxiH;puM;1;eka}	kq3{kqw_prawyayaH;Sawq;dukqF;wanAxiH;puM;1;eka}	varwamAnasamAnakAlaH,4.1	varwamAnasamAnakAlaH,4.1;samucciwam,14.1	1	05	013	SrImaxBagavaxgIwA	-	-
13.1	na	10	0	na{avya}	na{avya}	prawiReXaH,14.1	prawiReXaH,14.1	1	05	013	SrImaxBagavaxgIwA	-	-
14.1	kArayan	11	kArayan	kq3_Nic{kqw_prawyayaH;Sawq;dukqF_Nic;wanAxiH;puM;1;eka}	kq3_Nic{kqw_prawyayaH;Sawq;dukqF_Nic;wanAxiH;puM;1;eka}	varwamAnasamAnakAlaH,4.1	varwamAnasamAnakAlaH,4.1	1	05	013	SrImaxBagavaxgIwA	-	-
2.1	manasA	6	manasA	manas{napuM;3;eka}/manasA{swrI;1;eka}	manas{napuM;3;eka}	karaNam,3.1	karaNam,3.1	1	05	013	SrImaxBagavaxgIwA	-	-
3.1	sannyasya	7	sannyasyAswe	sam_ni_as3{karwari;lot;ma;eka;parasmEpaxI;asuz;xivAxiH}/sam_ni_as1{kqw_prawyayaH:lyap;asaz;BvAxiH}	sam_ni_as1{kqw_prawyayaH:lyap;asaz;BvAxiH}	pUrvakAlaH,4.1	pUrvakAlaH,4.1	1	05	013	SrImaxBagavaxgIwA	-	-
4.1	Aswe	14	0	As1{karwari;lat;pra;eka;AwmanepaxI;Asaz;axAxiH}	As1{karwari;lat;pra;eka;AwmanepaxI;Asaz;axAxiH}	aBihiwa_karwA,9.1	aBihiwa_karwA,9.1	1	05	013	SrImaxBagavaxgIwA	-	-
5.1	suKam	13	suKaM	suKam{avya}/suKa{puM;2;eka}/suKa{napuM;1;eka}/suKa{napuM;2;eka}	suKam{avya}	kriyAviSeRaNam,4.1	kriyAviSeRaNam,4.1	1	05	013	SrImaxBagavaxgIwA	-	-
6.1	vaSI	1	vaSI	vaSi{puM;1;xvi}/vaSi{puM;2;xvi}/vaSin{puM;1;eka}	vaSin{puM;1;eka}	viSeRaNam,9.1	viSeRaNam,9.1	1	05	013	SrImaxBagavaxgIwA	-	-
7.1	nava-	3.1	navaxvAre	navan	navan	bahuvrIhiH,7.2	bahuvrIhiH,7.2	1	05	013	SrImaxBagavaxgIwA	-	-
7.2	xvAre	3.2	-	xvAr{swrI;4;eka}/xvAra{napuM;1;xvi}/xvAra{napuM;2;xvi}/xvAra{napuM;7;eka}	xvAra{napuM;7;eka}	viSeRaNam,8.1	viSeRaNam,8.1	1	05	013	SrImaxBagavaxgIwA	-	-
8.1	pure	4	pure	pur{swrI;4;eka}/pura{napuM;1;xvi}/pura{napuM;2;xvi}/pura{napuM;7;eka}/purA{swrI;1;xvi}/purA{swrI;2;xvi}	pura{napuM;7;eka}	aXikaraNam,4.1	aXikaraNam,4.1	1	05	013	SrImaxBagavaxgIwA	-	-
9.1	xehI	2	xehI	xehin{puM;1;eka}	xehin{puM;1;eka}	karwA,4.1;karwA,3.1	karwA,4.1;karwA,3.1	1	05	013	SrImaxBagavaxgIwA	-	-
1.1	na	4	na	na{avya}	na{avya}	prawiReXaH,6.1	prawiReXaH,6.1	1	05	014	SrImaxBagavaxgIwA	-	-
10.1	sva-	12.1	svaBAvaswu	sva	sva	RaRTI-wawpuruRaH,10.2	RaRTI-wawpuruRaH,10.2	1	05	014	SrImaxBagavaxgIwA	-	-
10.2	BAvaH	12.3	-	BAva{puM;1;eka}	BAva{puM;1;eka}	karwA,12.1	karwA,12.1	1	05	014	SrImaxBagavaxgIwA	-	-
11.1	wu	13	0	wu{avya}	wu{avya}	sambanXaH,10.2	sambanXaH,10.2	1	05	014	SrImaxBagavaxgIwA	-	-
12.1	pravarwawe	14	pravarwawe	pravarwawA{swrI;1;xvi}/pravarwawA{swrI;2;xvi}/pravarwawA{swrI;8;eka}/pravarwawA{swrI;8;xvi}/pra_vqw1{karwari;lat;pra;eka;AwmanepaxI;vqwuz;BvAxiH}	pra_vqw1{karwari;lat;pra;eka;AwmanepaxI;vqwuz;BvAxiH}	aBihiwa_karwA,10.2;sakarmakaH.1	aBihiwa_karwA,10.2;sakarmakaH.1	1	05	014	SrImaxBagavaxgIwA	-	-
13.1	(sqjawi)	11	-	sqjaw{puM;7;eka}/sqjaw{napuM;7;eka}/sqj2{karwari;lat;pra;eka;parasmEpaxI;sqjaz;wuxAxiH}	sqj2{karwari;lat;pra;eka;parasmEpaxI;sqjaz;wuxAxiH}	aBihiwa_karwA	aBihiwa_karwA	1	05	014	SrImaxBagavaxgIwA	-	-
2.1	karwqwvam	3	karwqwvaM	karwqwva{puM;2;eka}	karwqwva{puM;2;eka}	karma,6.1	karma,6.1	1	05	014	SrImaxBagavaxgIwA	-	-
3.1	na	7	na	na{avya}	na{avya}	prawiReXaH,4.1.1	prawiReXaH,4.1.1	1	05	014	SrImaxBagavaxgIwA	-	-
4.1	karmANi	6	karmANi	karman{napuM;1;bahu}/karman{napuM;2;bahu}	karman{napuM;2;bahu}	karma,4.1.1	karma,4.1.1;sup_samucciwaH,2.1	1	05	014	SrImaxBagavaxgIwA	-	-
4.1.1	(sqjawi)	8	-	sqjaw{puM;7;eka}/sqjaw{napuM;7;eka}/sqj2{karwari;lat;pra;eka;parasmEpaxI;sqjaz;wuxAxiH}	sqj2{karwari;lat;pra;eka;parasmEpaxI;sqjaz;wuxAxiH}	aBihiwa_karwA	aBihiwa_karwA	1	05	014	SrImaxBagavaxgIwA	-	-
5.1	lokasya	2	lokasya	loka{puM;6;eka}	loka{puM;6;eka}	RaRTIsambanXaH,2.1	RaRTIsambanXaH,2.1	1	05	014	SrImaxBagavaxgIwA	-	-
6.1	sqjawi	5	sqjawi	sqjaw{puM;7;eka}/sqjaw{napuM;7;eka}/sqj2{karwari;lat;pra;eka;parasmEpaxI;sqjaz;wuxAxiH}	sqj2{karwari;lat;pra;eka;parasmEpaxI;sqjaz;wuxAxiH}	aBihiwa_karwA,6.1;sakarmakaH.1	aBihiwa_karwA,6.1;sakarmakaH.1	1	05	014	SrImaxBagavaxgIwA	-	-
7.1	praBuH	1	praBuH	praBu{puM;1;eka}	praBu{puM;1;eka}	karwA,6.1	karwA,6.1	1	05	014	SrImaxBagavaxgIwA	-	-
8.1	na	10	na	na{avya}	na{avya}	prawiReXaH,13.1	prawiReXaH,13.1	1	05	014	SrImaxBagavaxgIwA	-	-
9.1	karma-	9.1	karmaPalasaMyogaM	karman	karman	RaRTI-wawpuruRaH,9.2	RaRTI-wawpuruRaH,9.2	1	05	014	SrImaxBagavaxgIwA	-	-
9.2	Pala-	9.2	-	Pala	Pala	RaRTI-wawpuruRaH,9.3	RaRTI-wawpuruRaH,9.3	1	05	014	SrImaxBagavaxgIwA	-	-
9.3	saMyogam	9.3	-	saMyoga{puM;2;eka}	saMyoga{puM;2;eka}	karma,13.1	karma,13.1#karma,9.3.1;sup_samucciwaH,2.1	1	05	014	SrImaxBagavaxgIwA	-	-
1.1	na	4	nAxawwe	na{avya}	na{avya}	prawiReXaH,2.1	prawiReXaH,2.1	1	05	015	SrImaxBagavaxgIwA	-	-
10.1	a-	12.1	ajFAnenAvqwaM	a	a	naF-wawpuruRaH,10.2	naF-wawpuruRaH,10.2	1	05	015	SrImaxBagavaxgIwA	-	-
10.2	jFAnena	12.2	-	jFAna{napuM;3;eka}	jFAna{napuM;3;eka}	karwA,11.1	karwA,11.1;karaNam,11.1	1	05	015	SrImaxBagavaxgIwA	-	-
11.1	Avqwam	13	0	Avqw{swrI;2;eka}/Af_vqw1{karwari;luf;u;eka;AwmanepaxI;vqwuz;BvAxiH}/Af_vq2{kqw_prawyayaH;kwa;vqf;kryAxiH;vqwa;nA;napuM;1;eka}	Af_vq2{kqw_prawyayaH;kwa;vqf;kryAxiH;vqwa;nA;napuM;1;eka}	aBihiwa_karma,12.1	aBihiwa_karma,12.1	1	05	015	SrImaxBagavaxgIwA	-	-
12.1	jFAnam	11	jFAnaM	jFAna{napuM;1;eka}/jFAna{napuM;2;eka}	jFAna{napuM;1;eka}	karma,11.1	karma,11.1	1	05	015	SrImaxBagavaxgIwA	-	-
13.1	wena	14	wena	wax{puM;3;eka}/wax{napuM;3;eka}/wan1{karwari;lit;ma;bahu;parasmEpaxI;wanuz;wanAxiH}	wax{napuM;3;eka}	hewuH,14.1	hewuH,14.1;karaNam,14.1	1	05	015	SrImaxBagavaxgIwA	-	-
14.1	muhyanwi	16	muhyanwi	muhyaw{napuM;1;bahu}/muhyaw{napuM;2;bahu}/muhyaw{napuM;8;bahu}/muhyanwI{swrI;8;eka}/muh1{karwari;lat;pra;bahu;parasmEpaxI;muhaz;xivAxiH}	muh1{karwari;lat;pra;bahu;parasmEpaxI;muhaz;xivAxiH}	aBihiwa_karwA,15.1;akarmakaH.1	aBihiwa_karwA,15.1;akarmakaH.1	1	05	015	SrImaxBagavaxgIwA	-	-
15.1	janwavaH	15	janwavaH	janwu{puM;1;bahu}/janwu{puM;8;bahu}	janwu{puM;1;bahu}	karwA,14.1	karwA,14.1	1	05	015	SrImaxBagavaxgIwA	-	-
2.1	Axawwe	5	0	Axawwa{puM;7;eka}/Axawwa{napuM;1;xvi}/Axawwa{napuM;2;xvi}/Axawwa{napuM;7;eka}/AxawwA{swrI;1;xvi}/AxawwA{swrI;2;xvi}/Af_xA3{karwari;lat;pra;eka;AwmanepaxI;duxAF;juhowyAxiH}	Af_xA3{karwari;lat;pra;eka;AwmanepaxI;duxAF;juhowyAxiH}	aBihiwa_karwA,9.1	aBihiwa_karwA,9.1	1	05	015	SrImaxBagavaxgIwA	-	-
3.1	kasyaciw	2	kasyaciwpApaM	kasyaciw{avya}/kiFciw{puM;6;eka}/kiFciw{napuM;6;eka}	kiFciw{napuM;6;eka}	RaRTIsambanXaH,4.1	RaRTIsambanXaH,4.1	1	05	015	SrImaxBagavaxgIwA	-	-
4.1	pApam	3	0	pApa{puM;2;eka}/pApa{napuM;1;eka}/pApa{napuM;2;eka}	pApa{napuM;2;eka}	karma,2.1	karma,2.1	1	05	015	SrImaxBagavaxgIwA	-	-
5.1	na	7	na	na{avya}	na{avya}	prawiReXaH,8.1.1	prawiReXaH,8.1.1	1	05	015	SrImaxBagavaxgIwA	-	-
6.1	ca	9	cEva	ca{avya}	ca{avya}	samuccaya_xyowakaH,2.1	samuccaya_xyowakaH,2.1	1	05	015	SrImaxBagavaxgIwA	-	-
7.1	eva	8	0	eva{avya}	eva{avya}	sambanXaH,6.1	sambanXaH,6.1	1	05	015	SrImaxBagavaxgIwA	-	-
8.1	sukqwam	6	sukqwaM	sukqw{puM;2;eka}/sukqwa{napuM;1;eka}/sukqw{napuM;2;eka}	sukqw{napuM;2;eka}	karma,8.1.1	karma,8.1.1	1	05	015	SrImaxBagavaxgIwA	-	-
8.1.1	(Axawwe)	10	-	Axawwa{puM;7;eka}/Axawwa{napuM;1;xvi}/Axawwa{napuM;2;xvi}/Axawwa{napuM;7;eka}/AxawwA{swrI;1;xvi}/AxawwA{swrI;2;xvi}/Af_xA3{karwari;lat;pra;eka;AwmanepaxI;duxAF;juhowyAxiH}	Af_xA3{karwari;lat;pra;eka;AwmanepaxI;duxAF;juhowyAxiH}	samucciwaH,2.1	samucciwaH,2.1	1	05	015	SrImaxBagavaxgIwA	-	-
9.1	viBuH	1	viBuH	viBu{puM;1;eka}	viBu{puM;1;eka}	karwA,2.1	karwA,2.1	1	05	015	SrImaxBagavaxgIwA	-	-
1.1	jFAnena	4	jFAnena	jFAna{napuM;3;eka}	jFAna{napuM;3;eka}	karaNam,6.1	prayojakakarwA,6.1;karaNam,6.1	1	05	016	SrImaxBagavaxgIwA	-	-
10.1	jFAnam	9	0	jFAna{napuM;1;eka}/jFAna{napuM;2;eka}	jFAna{napuM;1;eka}	prayojakakarwA,11.1	prayojakakarwA,11.1;karwA,11.1	1	05	016	SrImaxBagavaxgIwA	-	-
11.1	prakASayawi	12	prakASayawi	pra_kAS1_Nic{karwari;lat;pra;eka;parasmEpaxI;kASqz_Nic;BvAxiH}	pra_kAS1_Nic{karwari;lat;pra;eka;parasmEpaxI;kASqz_Nic;BvAxiH}	aBihiwa_karwA,10.1;sakarmakaH.1	aBihiwa_karwA,10.1;sakarmakaH.1	1	05	016	SrImaxBagavaxgIwA	-	-
12.1	waw-	11.1	wawparam	waw	waw	bahuvrIhiH,12.2	bahuvrIhiH,12.2	1	05	016	SrImaxBagavaxgIwA	-	-
12.2	param	11.2	-	para{puM;2;eka}/para{napuM;1;eka}/para{napuM;2;eka}	para{puM;2;eka}	karma,11.1	karma,11.1	1	05	016	SrImaxBagavaxgIwA	-	-
2.1	wu	7	wu	wu{avya}	wu{avya}	sambanXaH,1.1	sambanXaH,1.1	1	05	016	SrImaxBagavaxgIwA	-	-
3.1	waw	8	waxajFAnaM	wax{napuM;1;eka}/wax{napuM;2;eka}	wax{napuM;1;eka}	viSeRaNam,4.2	viSeRaNam,4.2	1	05	016	SrImaxBagavaxgIwA	-	-
4.1	a-	2.1	0	a	a	naF-wawpuruRaH,4.2	naF-wawpuruRaH,4.2	1	05	016	SrImaxBagavaxgIwA	-	-
4.2	jFAnam	2.2	-	jFAna{napuM;1;eka}/jFAna{napuM;2;eka}	jFAna{napuM;1;eka}	karma,6.1	prayojyakarwA,6.1#karma,6.1	1	05	016	SrImaxBagavaxgIwA	-	-
